level_0,Region,Subregion,Country
43QBD_03,Asia,Southern Asia,India
47TQM_03,Asia,Eastern Asia,China
47TQM_03,Asia,Eastern Asia,Mongolia
47TQM_03,Asia,Central Asia,Russia
45TWG_28,Asia,Eastern Asia,China
45TWG_28,Asia,Eastern Asia,Mongolia
41TNE_26,Asia,Central Asia,Turkmenistan
41TNE_26,Asia,Central Asia,Uzbekistan
47ULB_07,Asia,Central Asia,Russia
51PWM_04,Asia,South-Eastern Asia,Philippines
39TXM_24,Asia,Central Asia,Kazakhstan
39TXM_24,Asia,Central Asia,Russia
39TXM_24,Europe,Eastern Europe,Russia
57UWA_04,Asia,Central Asia,Russia
45RWM_11,Asia,Eastern Asia,China
45RWM_11,Asia,Southern Asia,India
45RWM_11,Asia,Southern Asia,Nepal
53UNS_06,Asia,Central Asia,Russia
45TYH_13,Asia,Eastern Asia,China
45TYH_13,Asia,Eastern Asia,Mongolia
45TYH_13,Asia,Central Asia,Russia
46UGV_00,Asia,Eastern Asia,China
46UGV_00,Asia,Eastern Asia,Mongolia
46UGV_00,Asia,Central Asia,Russia
44TLN_10,Asia,Eastern Asia,China
44TLN_10,Asia,Central Asia,Kazakhstan
44TLN_10,Asia,Central Asia,Kyrgyzstan
44TLN_10,Asia,Central Asia,Russia
48QTK_15,Asia,Eastern Asia,China
48QTK_15,Asia,South-Eastern Asia,Laos
48QTK_15,Asia,South-Eastern Asia,Vietnam
50TLP_05,Asia,Eastern Asia,China
50TLP_05,Asia,Eastern Asia,Mongolia
50TLP_05,Asia,Central Asia,Russia
45TWG_17,Asia,Eastern Asia,China
45TWG_17,Asia,Eastern Asia,Mongolia
41TNE_19,Asia,Central Asia,Turkmenistan
41TNE_19,Asia,Central Asia,Uzbekistan
50UMF_21,Asia,Central Asia,Russia
51PWM_03,Asia,South-Eastern Asia,Philippines
39TXM_23,Asia,Central Asia,Kazakhstan
39TXM_23,Asia,Central Asia,Russia
39TXM_23,Europe,Eastern Europe,Russia
57UWA_03,Asia,Central Asia,Russia
45RWM_16,Asia,Eastern Asia,China
45RWM_16,Asia,Southern Asia,India
45RWM_16,Asia,Southern Asia,Nepal
47ULB_00,Asia,Central Asia,Russia
50UMF_19,Asia,Central Asia,Russia
47TQM_04,Asia,Eastern Asia,China
47TQM_04,Asia,Eastern Asia,Mongolia
47TQM_04,Asia,Central Asia,Russia
41TNE_21,Asia,Central Asia,Turkmenistan
41TNE_21,Asia,Central Asia,Uzbekistan
49QCE_12,Asia,Eastern Asia,China
43QBD_04,Asia,Southern Asia,India
44TLN_28,Asia,Eastern Asia,China
44TLN_28,Asia,Central Asia,Kazakhstan
44TLN_28,Asia,Central Asia,Kyrgyzstan
44TLN_28,Asia,Central Asia,Russia
45TWG_10,Asia,Eastern Asia,China
45TWG_10,Asia,Eastern Asia,Mongolia
50UMF_26,Asia,Central Asia,Russia
50TLP_02,Asia,Eastern Asia,China
50TLP_02,Asia,Eastern Asia,Mongolia
50TLP_02,Asia,Central Asia,Russia
45RWM_29,Asia,Eastern Asia,China
45RWM_29,Asia,Southern Asia,India
45RWM_29,Asia,Southern Asia,Nepal
44TLN_17,Asia,Eastern Asia,China
44TLN_17,Asia,Central Asia,Kazakhstan
44TLN_17,Asia,Central Asia,Kyrgyzstan
44TLN_17,Asia,Central Asia,Russia
48QTK_12,Asia,Eastern Asia,China
48QTK_12,Asia,South-Eastern Asia,Laos
48QTK_12,Asia,South-Eastern Asia,Vietnam
45TYH_14,Asia,Eastern Asia,China
45TYH_14,Asia,Eastern Asia,Mongolia
45TYH_14,Asia,Central Asia,Russia
46UGV_07,Asia,Eastern Asia,China
46UGV_07,Asia,Eastern Asia,Mongolia
46UGV_07,Asia,Central Asia,Russia
53UNS_01,Asia,Central Asia,Russia
42UVA_25,Asia,Central Asia,Kazakhstan
42UVA_25,Asia,Central Asia,Russia
42UVA_25,Europe,Eastern Europe,Russia
41TMN_05,Asia,Central Asia,Kazakhstan
41TMN_05,Asia,Central Asia,Russia
41TMN_05,Europe,Eastern Europe,Russia
47UMA_18,Asia,Central Asia,Russia
48SVA_26,Asia,Eastern Asia,China
53TLM_19,Asia,Eastern Asia,China
53TLM_19,Asia,Central Asia,Russia
47RLN_11,Asia,Eastern Asia,China
47RLN_11,Asia,Southern Asia,India
57VVE_23,Asia,Central Asia,Russia
54MYA_07,Oceania,Melanesia,Papua New Guinea
46TDT_17,Asia,Eastern Asia,China
46TDT_17,Asia,Eastern Asia,Mongolia
46TDT_17,Asia,Central Asia,Russia
51QUG_27,Asia,Eastern Asia,China
51QUG_27,Asia,Eastern Asia,Taiwan
46REU_02,Asia,Eastern Asia,China
46REU_02,Asia,Southern Asia,India
50TNT_05,Asia,Eastern Asia,China
50TNT_05,Asia,Eastern Asia,Mongolia
50TNT_05,Asia,Central Asia,Russia
38TLL_08,Asia,Western Asia,Georgia
38TLL_08,Europe,Eastern Europe,Russia
38TLL_08,Asia,Western Asia,Turkey
46RFV_12,Asia,Eastern Asia,China
46RFV_12,Asia,Southern Asia,India
50MLC_26,Asia,South-Eastern Asia,Indonesia
48MTE_04,Asia,South-Eastern Asia,Indonesia
44QMG_26,Asia,Southern Asia,India
42SXG_00,Asia,Southern Asia,Afghanistan
42SXG_00,Asia,Central Asia,Tajikistan
42SXG_00,Asia,Central Asia,Uzbekistan
48SVA_19,Asia,Eastern Asia,China
53TLM_26,Asia,Eastern Asia,China
53TLM_26,Asia,Central Asia,Russia
47UMA_27,Asia,Central Asia,Russia
44QMG_19,Asia,Southern Asia,India
39UUS_23,Asia,Central Asia,Kazakhstan
39UUS_23,Europe,Eastern Europe,Russia
45UXV_04,Asia,Eastern Asia,China
45UXV_04,Asia,Central Asia,Russia
50MRA_11,Asia,South-Eastern Asia,Indonesia
50MLC_19,Asia,South-Eastern Asia,Indonesia
50SPF_14,Asia,Eastern Asia,China
51QUG_18,Asia,Eastern Asia,China
51QUG_18,Asia,Eastern Asia,Taiwan
36SXH_02,Asia,Western Asia,Turkey
46TDT_28,Asia,Eastern Asia,China
46TDT_28,Asia,Eastern Asia,Mongolia
46TDT_28,Asia,Central Asia,Russia
50MRA_29,Asia,South-Eastern Asia,Indonesia
48MTE_03,Asia,South-Eastern Asia,Indonesia
44QMG_21,Asia,Southern Asia,India
46REU_05,Asia,Eastern Asia,China
46REU_05,Asia,Southern Asia,India
50TNT_02,Asia,Eastern Asia,China
50TNT_02,Asia,Eastern Asia,Mongolia
50TNT_02,Asia,Central Asia,Russia
46RFV_15,Asia,Eastern Asia,China
46RFV_15,Asia,Southern Asia,India
50MLC_21,Asia,South-Eastern Asia,Indonesia
46TDT_10,Asia,Eastern Asia,China
46TDT_10,Asia,Eastern Asia,Mongolia
46TDT_10,Asia,Central Asia,Russia
51QUG_20,Asia,Eastern Asia,China
51QUG_20,Asia,Eastern Asia,Taiwan
54MYA_00,Oceania,Melanesia,Papua New Guinea
57VVE_24,Asia,Central Asia,Russia
48SVA_21,Asia,Eastern Asia,China
47RLN_16,Asia,Eastern Asia,China
47RLN_16,Asia,Southern Asia,India
42UVA_22,Asia,Central Asia,Kazakhstan
42UVA_22,Asia,Central Asia,Russia
42UVA_22,Europe,Eastern Europe,Russia
41TMN_02,Asia,Central Asia,Kazakhstan
41TMN_02,Asia,Central Asia,Russia
41TMN_02,Europe,Eastern Europe,Russia
36SXH_05,Asia,Western Asia,Turkey
50SPF_13,Asia,Eastern Asia,China
39UUS_24,Asia,Central Asia,Kazakhstan
39UUS_24,Europe,Eastern Europe,Russia
45UXV_03,Asia,Eastern Asia,China
45UXV_03,Asia,Central Asia,Russia
50MRA_16,Asia,South-Eastern Asia,Indonesia
47UMA_20,Asia,Central Asia,Russia
47RLN_29,Asia,Eastern Asia,China
53TLM_21,Asia,Eastern Asia,China
53TLM_21,Asia,Central Asia,Russia
42SXG_07,Asia,Southern Asia,Afghanistan
42SXG_07,Asia,Central Asia,Tajikistan
50MLC_17,Asia,South-Eastern Asia,Indonesia
46RFV_23,Asia,Eastern Asia,China
46RFV_23,Asia,Southern Asia,India
51QUG_16,Asia,Eastern Asia,China
51QUG_16,Asia,Eastern Asia,Taiwan
46TDT_26,Asia,Eastern Asia,China
46TDT_26,Asia,Eastern Asia,Mongolia
46TDT_26,Asia,Central Asia,Russia
44QMG_17,Asia,Southern Asia,India
47RLN_20,Asia,Eastern Asia,China
48SVA_17,Asia,Eastern Asia,China
53TLM_28,Asia,Eastern Asia,China
53TLM_28,Asia,Central Asia,Russia
47QKC_03,Asia,Eastern Asia,China
47QKC_03,Asia,Southern Asia,India
47QKC_03,Asia,South-Eastern Asia,Myanmar
47UMA_29,Asia,Central Asia,Russia
42UVA_14,Asia,Central Asia,Kazakhstan
42UVA_14,Asia,Central Asia,Russia
42UVA_14,Europe,Eastern Europe,Russia
57VVE_12,Asia,Central Asia,Russia
50MRA_20,Asia,South-Eastern Asia,Indonesia
44QMG_28,Asia,Southern Asia,India
39UUS_12,Asia,Central Asia,Kazakhstan
39UUS_12,Europe,Eastern Europe,Russia
46TDT_19,Asia,Eastern Asia,China
46TDT_19,Asia,Eastern Asia,Mongolia
46TDT_19,Asia,Central Asia,Russia
51QUG_29,Asia,Eastern Asia,China
51QUG_29,Asia,Eastern Asia,Taiwan
50SPF_25,Asia,Eastern Asia,China
50MLC_28,Asia,South-Eastern Asia,Indonesia
38TLL_06,Asia,Western Asia,Turkey
50MRV_04,Asia,South-Eastern Asia,Indonesia
54MYA_09,Oceania,Melanesia,Papua New Guinea
43TFL_04,Asia,Eastern Asia,China
43TFL_04,Asia,Central Asia,Kazakhstan
43TFL_04,Asia,Central Asia,Russia
47UMA_16,Asia,Central Asia,Russia
48SVA_28,Asia,Eastern Asia,China
44RKV_03,Asia,Eastern Asia,China
44RKV_03,Asia,Southern Asia,India
53TLM_17,Asia,Eastern Asia,China
53TLM_17,Asia,Central Asia,Russia
57VVE_15,Asia,Central Asia,Russia
42SXG_09,Asia,Southern Asia,Afghanistan
42SXG_09,Asia,Central Asia,Tajikistan
42SXG_09,Asia,Central Asia,Uzbekistan
