identifier,test,JS_div,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
31PGS_01,False,0.675053382879838,63,0,64174,284,0,193,93,729
31PGS_02,False,0.6803916520645662,0,0,0,63762,0,0,0,1774
31PGS_03,True,0.46897330486815847,0,0,6148,23849,0,721,22942,11876
31PGS_04,True,0.5397897669057338,0,0,513,15443,0,571,41065,7944
31PGS_05,True,0.5114125003822568,8,16,1416,20670,0,900,8248,34278
31PGS_06,False,0.6552160871420842,0,0,1,61917,0,1213,0,2405
31PGS_07,False,0.6545658632118394,0,0,132,60374,0,25,0,5005
31PGS_08,True,0.49648496833991884,0,0,1325,11608,0,2349,13363,36891
31PGS_09,True,0.5355322469790587,140,0,536,41980,0,527,9055,13298
31PGS_10,True,0.4445859868974976,13,0,20863,24494,0,2391,7286,10489
31PGS_11,False,0.6952913076821573,0,0,0,65073,0,3,0,460
31PGS_12,False,0.7045570619597078,0,0,0,65527,0,9,0,0
31PGS_13,False,0.6929512316518132,0,0,0,64906,0,0,0,630
31PGS_14,False,0.6084620613423162,0,0,894,54971,0,875,79,8717
31PGS_15,False,0.6341551774113926,0,0,316,57043,0,196,0,7981
31PGS_16,False,0.7038177810821754,0,0,0,65504,0,0,0,32
31PGS_17,True,0.5447663196355138,0,0,11,41761,0,6007,1597,16160
31PGS_18,False,0.5751883805430362,61,0,4140,50012,0,335,292,10696
31PGS_19,False,0.6955490443715704,0,0,294,65161,0,69,0,12
31PGS_20,False,0.5677769983653935,315,0,841,48442,0,250,2374,13314
31PGS_21,False,0.6859924816894746,0,0,737,64578,0,221,0,0
31PGS_22,True,0.48282857087739695,0,0,4208,33854,73,891,16120,10390
31PGS_23,False,0.6220565590364356,0,0,4219,57967,0,111,0,3239
31PGS_24,False,0.6928551806315008,0,0,0,64902,0,1,0,633
31PGS_25,False,0.6673978611853771,0,0,12,62175,0,20,0,3329
31PGS_26,True,0.4964430033167975,0,0,1827,25392,0,520,20554,17243
31PGS_27,False,0.6993398411146886,0,0,2,65344,0,74,0,116
31PGS_28,False,0.6037551287062137,0,1,743,55193,0,83,1710,7806
31PGS_29,False,0.6615463769320212,2,0,207,61810,0,12,0,3505
32PLR_00,False,0.6808246852118582,0,64048,82,0,0,1387,0,19
32PLR_01,False,0.6629611412078629,132,0,63159,83,0,1,1228,933
32PLR_02,False,0.6380105726454361,20,0,56720,0,0,0,8537,259
32PLR_03,False,0.6690653584380335,4,0,0,0,0,62317,4,3211
32PLR_04,False,0.7009225964407003,0,0,25,0,0,0,65401,110
32PLR_05,False,0.620908580211791,5,0,1,458,0,88,52251,12733
32PLR_06,True,0.5505457812238947,154,0,2341,229,0,1306,26163,35343
32PLR_07,False,0.6069147730408079,194,0,311,191,0,1106,55159,8575
32PLR_08,False,0.6540402071413705,4,0,1,59,0,29,60019,5424
32PLR_09,True,0.5163600002364955,6,0,86,1098,0,25812,15342,23192
32PLR_10,True,0.4954484161312879,68,0,836,2864,0,10933,36260,14575
32PLR_11,False,0.5731324184249341,35,0,155,11,0,5939,46753,12643
32PLR_12,True,0.5182821345811283,80,0,589,1076,0,8906,35446,19439
32PLR_13,True,0.5269384260300826,0,0,6,752,0,14462,20881,29435
32PLR_14,True,0.5413947485364329,33,0,1393,607,0,4829,44533,14141
32PLR_15,False,0.6214824175230159,49,0,462,124,0,2013,59087,3801
32PLR_16,True,0.5097323574148794,167,0,36629,2394,526,1035,2701,22084
32PLR_17,True,0.47383251162908435,233,0,15121,644,0,19569,3508,26461
32PLR_18,False,0.5663627254004678,21,0,150,264,0,3743,40693,20665
32PLR_19,True,0.5159536493212735,80,0,346,1437,0,36860,12395,14418
32PLR_20,True,0.5105632468745891,8,0,1153,1162,0,8462,21358,33393
32PLR_21,False,0.619146777897261,2,0,29,538,0,1394,57559,6014
32PLR_22,False,0.5561829492909945,234,0,40231,267,0,2274,948,21582
32PLR_23,True,0.5328553834747316,63,0,260,1414,0,6454,39744,17601
32PLR_24,False,0.5597666499758635,0,55,441,0,0,6566,43782,14692
32PLR_25,True,0.5043293346433718,11,189,135,2337,0,33305,11392,18167
32PLR_26,True,0.53756577592913,9,0,2,974,0,7681,24144,32726
32PLR_27,True,0.4945963110899116,14,148,3562,1730,0,19002,4431,36649
32PLR_28,True,0.43749533649131206,1,174,15219,4191,0,19197,3439,23315
32PLR_29,False,0.5599618215622901,2,0,102,441,0,5072,41774,18145
32PLS_00,False,0.5624316652556081,0,42057,30,1978,0,54,19659,1758
32PLS_01,False,0.6656836185729338,0,0,63318,41,0,233,509,1435
32PLS_02,False,0.6847482142680624,0,0,758,30,0,26,64554,168
32PLS_03,False,0.6996932532940578,0,0,10,0,0,65335,0,191
32PLS_04,False,0.6944225747482347,1,0,417,43,0,0,65071,4
32PLS_05,False,0.6409705727736456,2,0,0,1948,0,2412,266,60908
32PLS_06,True,0.5463354903848333,0,0,604,2042,0,3806,12257,46827
32PLS_07,False,0.6206701432847025,0,0,5,60,0,55527,1347,8597
32PLS_08,False,0.6180380108343551,0,0,1086,0,0,306,55474,8670
32PLS_09,False,0.5621841633635762,7,0,24,3151,0,1477,44652,16225
32PLS_10,False,0.5910354218340865,107,0,90,953,0,307,44455,19624
32PLS_11,False,0.6254964672448722,3,0,0,0,0,593,53814,11126
32PLS_12,False,0.5845763942255843,0,0,37,628,0,1727,17195,45949
32PLS_13,True,0.5153866401755106,1,1180,0,3093,0,4289,16846,40127
32PLS_14,True,0.524110122137621,0,0,3370,448,0,4739,41078,15901
32PLS_15,False,0.5730608457372928,53,0,13,2120,0,480,35132,27738
32PLS_16,False,0.6046543848494017,20,0,328,1024,0,1986,57483,4695
32PLS_17,True,0.5498582034839993,61,210,1515,2716,0,332,45237,15465
32PLS_18,True,0.5197071968605576,50,0,0,841,0,17495,23704,23446
32PLS_19,True,0.5488521879289158,13,0,3,272,0,30406,7591,27251
32PLS_20,False,0.5717877491727494,0,33,41,755,0,20432,2265,42010
32PLS_21,True,0.5480223724477965,0,10,162,1423,0,37778,3549,22614
32PLS_22,True,0.5467527988573105,0,0,652,137,0,23774,5714,35259
32PLS_23,True,0.54082817866688,0,3248,673,846,0,1221,47645,11903
32PLS_24,False,0.5647299773680803,0,0,586,965,0,1595,41954,20436
32PLS_25,True,0.5343884656379455,0,0,306,180,0,15482,15074,34494
32PLS_26,False,0.6192816795569829,10,0,1276,58,0,485,57510,6197
32PLS_27,True,0.5451991563512014,3,1989,161,3594,0,154,43959,15676
32PLS_28,True,0.5391230766755349,0,0,319,150,0,9142,30150,25775
32PLS_29,False,0.6022646892410414,0,0,50,0,0,31140,591,33755
32PPA_00,False,0.5575055520336408,153,0,40447,20787,0,1220,0,2929
32PPA_01,False,0.6622119291952031,0,49,63,62602,0,413,0,2409
32PPA_02,False,0.5782098610969107,185,0,2,46870,0,4473,19,13987
32PPA_03,False,0.6507248737354264,123,0,191,1599,0,132,62369,1122
32PPA_04,False,0.6912797528402702,4,0,83,0,0,558,0,64891
32PPA_05,True,0.5495749693103045,33,0,100,5156,0,3587,7472,49188
32PPA_06,False,0.5799359909551206,1,0,0,21753,0,421,2171,41190
32PPA_07,False,0.6475650705439556,0,0,24,61036,0,1341,0,3135
32PPA_08,False,0.5585559931760108,266,0,369,44053,0,4704,115,16029
32PPA_09,True,0.543609559946458,62,0,173,40535,0,336,10821,13609
32PPA_10,False,0.5576994684344141,252,0,38,41502,0,1464,2179,20101
32PPA_11,True,0.5191402045279156,0,0,73,15207,0,2317,10834,37105
32PPA_12,False,0.5872699595908965,203,0,1369,13251,0,575,146,49992
32PPA_13,False,0.6000834602526522,66,31,159,12441,0,1737,0,51102
32PPA_14,False,0.5513771582862718,38,0,28,20349,0,3668,1496,39957
32PPA_15,False,0.5820565773096974,106,0,161,15251,0,1853,468,47697
32PPA_16,False,0.6026557536950138,0,0,856,12392,0,716,32,51540
32PPA_17,False,0.587460115450843,4,0,6,44666,373,1751,4,18732
32PPA_18,False,0.6294587895619754,0,0,188,52680,0,0,0,12668
32PPA_19,True,0.4799929734328062,104,0,2715,6090,0,6041,40751,9835
32PPA_20,True,0.4811484576139192,32,0,528,15764,0,3576,19655,25981
32PPA_21,False,0.6590233648286291,183,0,81,62065,0,132,1,3074
32PPA_22,False,0.678330599634708,78,0,6,0,0,0,63748,1704
32PPA_23,True,0.5432402378832251,149,0,1048,38006,0,380,3596,22357
32PPA_24,False,0.6216681276797826,67,0,7,13807,0,325,0,51330
32PPA_25,True,0.5470182491821882,12,0,503,28378,0,2800,1131,32712
32PPA_26,False,0.5813803991569849,62,0,1030,44602,0,790,190,18862
32PPA_27,False,0.6175596122355625,0,0,0,4439,0,4315,0,56782
32PPA_28,False,0.6361287701946359,0,0,0,4241,0,776,590,59929
32PPA_29,True,0.50230427013143,120,0,701,7329,0,2721,35125,19540
32PQQ_00,True,0.461116430660467,53,15706,0,7470,0,7259,2125,32923
32PQQ_01,False,0.663117256482611,0,0,62703,0,0,0,852,1981
32PQQ_02,True,0.5295867366721315,0,0,45,11466,0,699,26703,26623
32PQQ_03,False,0.7048784629954079,0,0,0,0,0,65535,0,1
32PQQ_04,False,0.6762095026637482,0,0,5,2048,0,0,63437,46
32PQQ_05,False,0.5710611345278067,0,0,53,1024,0,4587,10188,49684
32PQQ_06,False,0.6484698022243912,10,0,38,0,0,14,58494,6980
32PQQ_07,False,0.6101113661571158,80,463,0,55,0,557,52985,11396
32PQQ_08,False,0.6473350336266254,0,0,1,0,0,57574,0,7961
32PQQ_09,False,0.6081840949211268,77,0,160,0,0,8146,2262,54891
32PQQ_10,False,0.6419967454296825,0,0,861,0,0,59540,20,5115
32PQQ_11,False,0.6521786330423176,0,0,1451,72,0,0,61832,2181
32PQQ_12,False,0.5848548000346152,57,0,50,68,0,1710,36540,27111
32PQQ_13,False,0.6731109228821089,1,0,2234,0,0,0,63187,114
32PQQ_14,False,0.6333976495742549,0,0,0,0,0,52227,0,13309
