identifier,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
31NFH_26,0,0,50,0,0,63234,773,1479
31NFH_27,0,0,206,0,0,62335,4,2991
31NFH_28,0,0,2261,226,15,57304,1344,4386
31NFH_29,0,0,214,0,0,56973,171,8178
31PGR_00,0,17290,45,43933,0,1687,0,2581
31PGR_01,0,0,44547,993,0,2017,17301,678
31PGR_02,0,0,0,64975,0,4,0,557
31PGR_03,0,0,343,1140,0,2,64051,0
31PGR_04,0,0,904,0,0,9,64623,0
31PGR_05,0,0,162,29485,0,101,30891,4897
31PGR_06,0,0,7,63916,0,78,0,1535
31PGR_07,0,0,53,63787,0,92,0,1604
31PGR_08,0,0,19,39906,0,6869,1398,17344
31PGR_09,0,0,309,27879,0,5032,2458,29858
31PGR_10,0,0,613,33705,0,309,16452,14457
31PGR_11,0,0,607,44887,0,227,19317,498
31PGR_12,0,0,47,62166,0,415,0,2908
31PGR_13,0,0,1522,53073,0,67,3576,7298
31PGR_14,0,0,1656,24166,0,1188,25285,13241
31PGR_15,167,0,3959,14140,0,5591,30790,10889
31PGR_16,134,0,385,52669,0,1168,5952,5228
31PGR_17,0,30,544,40514,0,2391,9062,12995
31PGR_18,63,0,2,37245,0,712,12120,15394
31PGR_19,117,0,2954,1532,0,475,51444,9014
31PGR_20,14,0,1212,33388,0,6809,20799,3314
31PGR_21,1,0,249,12097,0,46,39574,13569
31PGR_22,7,0,338,27300,0,8676,1841,27374
31PGR_23,2,0,1831,27424,0,609,20665,15005
31PGR_24,169,0,0,58295,0,189,1135,5748
31PGR_25,6,6,27,55555,0,2375,4629,2938
31PGR_26,99,0,49,24689,0,5762,21,34916
31PGR_27,37,0,75,50041,0,3193,2489,9701
31PGR_28,22,284,3327,28497,0,6033,14942,12431
31PGR_29,212,0,2078,37296,0,1479,8111,16360
31PGS_00,130,29991,2639,15007,0,3131,11483,3155
31PGS_01,63,0,64174,284,0,193,93,729
31PGS_02,0,0,0,63762,0,0,0,1774
31PGS_03,0,0,6148,23849,0,721,22942,11876
31PGS_04,0,0,513,15443,0,571,41065,7944
31PGS_05,8,16,1416,20670,0,900,8248,34278
31PGS_06,0,0,1,61917,0,1213,0,2405
31PGS_07,0,0,132,60374,0,25,0,5005
31PGS_08,0,0,1325,11608,0,2349,13363,36891
31PGS_09,140,0,536,41980,0,527,9055,13298
31PGS_10,13,0,20863,24494,0,2391,7286,10489
31PGS_11,0,0,0,65073,0,3,0,460
31PGS_12,0,0,0,65527,0,9,0,0
31PGS_13,0,0,0,64906,0,0,0,630
31PGS_14,0,0,894,54971,0,875,79,8717
31PGS_15,0,0,316,57043,0,196,0,7981
31PGS_16,0,0,0,65504,0,0,0,32
31PGS_17,0,0,11,41761,0,6007,1597,16160
31PGS_18,61,0,4140,50012,0,335,292,10696
31PGS_19,0,0,294,65161,0,69,0,12
31PGS_20,315,0,841,48442,0,250,2374,13314
31PGS_21,0,0,737,64578,0,221,0,0
31PGS_22,0,0,4208,33854,73,891,16120,10390
31PGS_23,0,0,4219,57967,0,111,0,3239
31PGS_24,0,0,0,64902,0,1,0,633
31PGS_25,0,0,12,62175,0,20,0,3329
31PGS_26,0,0,1827,25392,0,520,20554,17243
31PGS_27,0,0,2,65344,0,74,0,116
31PGS_28,0,1,743,55193,0,83,1710,7806
31PGS_29,2,0,207,61810,0,12,0,3505
32PLR_00,0,64048,82,0,0,1387,0,19
32PLR_01,132,0,63159,83,0,1,1228,933
32PLR_02,20,0,56720,0,0,0,8537,259
32PLR_03,4,0,0,0,0,62317,4,3211
32PLR_04,0,0,25,0,0,0,65401,110
32PLR_05,5,0,1,458,0,88,52251,12733
32PLR_06,154,0,2341,229,0,1306,26163,35343
32PLR_07,194,0,311,191,0,1106,55159,8575
32PLR_08,4,0,1,59,0,29,60019,5424
32PLR_09,6,0,86,1098,0,25812,15342,23192
32PLR_10,68,0,836,2864,0,10933,36260,14575
32PLR_11,35,0,155,11,0,5939,46753,12643
32PLR_12,80,0,589,1076,0,8906,35446,19439
32PLR_13,0,0,6,752,0,14462,20881,29435
32PLR_14,33,0,1393,607,0,4829,44533,14141
32PLR_15,49,0,462,124,0,2013,59087,3801
32PLR_16,167,0,36629,2394,526,1035,2701,22084
32PLR_17,233,0,15121,644,0,19569,3508,26461
32PLR_18,21,0,150,264,0,3743,40693,20665
32PLR_19,80,0,346,1437,0,36860,12395,14418
32PLR_20,8,0,1153,1162,0,8462,21358,33393
32PLR_21,2,0,29,538,0,1394,57559,6014
32PLR_22,234,0,40231,267,0,2274,948,21582
32PLR_23,63,0,260,1414,0,6454,39744,17601
32PLR_24,0,55,441,0,0,6566,43782,14692
32PLR_25,11,189,135,2337,0,33305,11392,18167
32PLR_26,9,0,2,974,0,7681,24144,32726
32PLR_27,14,148,3562,1730,0,19002,4431,36649
32PLR_28,1,174,15219,4191,0,19197,3439,23315
32PLR_29,2,0,102,441,0,5072,41774,18145
32PLS_00,0,42057,30,1978,0,54,19659,1758
32PLS_01,0,0,63318,41,0,233,509,1435
32PLS_02,0,0,758,30,0,26,64554,168
32PLS_03,0,0,10,0,0,65335,0,191
32PLS_04,1,0,417,43,0,0,65071,4
32PLS_05,2,0,0,1948,0,2412,266,60908
32PLS_06,0,0,604,2042,0,3806,12257,46827
32PLS_07,0,0,5,60,0,55527,1347,8597
32PLS_08,0,0,1086,0,0,306,55474,8670
32PLS_09,7,0,24,3151,0,1477,44652,16225
32PLS_10,107,0,90,953,0,307,44455,19624
32PLS_11,3,0,0,0,0,593,53814,11126
32PLS_12,0,0,37,628,0,1727,17195,45949
32PLS_13,1,1180,0,3093,0,4289,16846,40127
32PLS_14,0,0,3370,448,0,4739,41078,15901
32PLS_15,53,0,13,2120,0,480,35132,27738
32PLS_16,20,0,328,1024,0,1986,57483,4695
32PLS_17,61,210,1515,2716,0,332,45237,15465
32PLS_18,50,0,0,841,0,17495,23704,23446
32PLS_19,13,0,3,272,0,30406,7591,27251
32PLS_20,0,33,41,755,0,20432,2265,42010
32PLS_21,0,10,162,1423,0,37778,3549,22614
32PLS_22,0,0,652,137,0,23774,5714,35259
32PLS_23,0,3248,673,846,0,1221,47645,11903
32PLS_24,0,0,586,965,0,1595,41954,20436
32PLS_25,0,0,306,180,0,15482,15074,34494
32PLS_26,10,0,1276,58,0,485,57510,6197
32PLS_27,3,1989,161,3594,0,154,43959,15676
32PLS_28,0,0,319,150,0,9142,30150,25775
32PLS_29,0,0,50,0,0,31140,591,33755
32PPA_00,153,0,40447,20787,0,1220,0,2929
32PPA_01,0,49,63,62602,0,413,0,2409
32PPA_02,185,0,2,46870,0,4473,19,13987
32PPA_03,123,0,191,1599,0,132,62369,1122
32PPA_04,4,0,83,0,0,558,0,64891
32PPA_05,33,0,100,5156,0,3587,7472,49188
32PPA_06,1,0,0,21753,0,421,2171,41190
32PPA_07,0,0,24,61036,0,1341,0,3135
32PPA_08,266,0,369,44053,0,4704,115,16029
32PPA_09,62,0,173,40535,0,336,10821,13609
32PPA_10,252,0,38,41502,0,1464,2179,20101
32PPA_11,0,0,73,15207,0,2317,10834,37105
32PPA_12,203,0,1369,13251,0,575,146,49992
32PPA_13,66,31,159,12441,0,1737,0,51102
32PPA_14,38,0,28,20349,0,3668,1496,39957
32PPA_15,106,0,161,15251,0,1853,468,47697
32PPA_16,0,0,856,12392,0,716,32,51540
32PPA_17,4,0,6,44666,373,1751,4,18732
32PPA_18,0,0,188,52680,0,0,0,12668
32PPA_19,104,0,2715,6090,0,6041,40751,9835
32PPA_20,32,0,528,15764,0,3576,19655,25981
32PPA_21,183,0,81,62065,0,132,1,3074
32PPA_22,78,0,6,0,0,0,63748,1704
32PPA_23,149,0,1048,38006,0,380,3596,22357
32PPA_24,67,0,7,13807,0,325,0,51330
32PPA_25,12,0,503,28378,0,2800,1131,32712
32PPA_26,62,0,1030,44602,0,790,190,18862
32PPA_27,0,0,0,4439,0,4315,0,56782
32PPA_28,0,0,0,4241,0,776,590,59929
32PPA_29,120,0,701,7329,0,2721,35125,19540
32PQQ_00,53,15706,0,7470,0,7259,2125,32923
32PQQ_01,0,0,62703,0,0,0,852,1981
32PQQ_02,0,0,45,11466,0,699,26703,26623
32PQQ_03,0,0,0,0,0,65535,0,1
32PQQ_04,0,0,5,2048,0,0,63437,46
32PQQ_05,0,0,53,1024,0,4587,10188,49684
32PQQ_06,10,0,38,0,0,14,58494,6980
32PQQ_07,80,463,0,55,0,557,52985,11396
32PQQ_08,0,0,1,0,0,57574,0,7961
32PQQ_09,77,0,160,0,0,8146,2262,54891
32PQQ_10,0,0,861,0,0,59540,20,5115
32PQQ_11,0,0,1451,72,0,0,61832,2181
32PQQ_12,57,0,50,68,0,1710,36540,27111
32PQQ_13,1,0,2234,0,0,0,63187,114
32PQQ_14,0,0,0,0,0,52227,0,13309
32PQQ_15,0,655,220,2100,0,51633,5728,5200
32PQQ_16,15,0,212,109,0,55,51831,13314
32PQQ_17,0,0,0,0,0,39738,0,25798
32PQQ_18,0,0,0,0,0,65338,0,198
32PQQ_19,0,0,4,8,0,3251,52567,9706
32PQQ_20,0,0,0,0,0,65388,0,148
32PQQ_21,0,0,0,0,0,64381,5,1150
32PQQ_22,0,0,32,0,0,55293,251,9960
32PQQ_23,0,0,33,0,0,942,37211,27350
32PQQ_24,3,0,5,0,0,0,52961,12567
32PQQ_25,237,999,786,2315,0,385,37683,23131
32PQQ_26,0,0,0,0,0,61171,25,4340
32PQQ_27,0,0,0,0,0,62354,0,3182
32PQQ_28,0,0,2,0,0,48089,2383,15062
32PQQ_29,0,0,0,0,0,61791,0,3745
32PRQ_00,36,5258,13,237,0,16902,378,42712
32PRQ_01,247,1138,37398,1056,0,1296,12750,11651
32PRQ_02,38,0,51,12861,0,30,22002,30554
32PRQ_03,0,0,2,0,0,65478,0,56
32PRQ_04,0,0,67,0,0,0,63783,1686
32PRQ_05,0,0,0,0,0,2134,0,63402
32PRQ_06,0,0,12,0,0,17697,236,47591
32PRQ_07,0,0,907,0,0,919,17839,45871
32PRQ_08,97,0,143,24,0,12886,19659,32727
32PRQ_09,9,0,2553,252,0,5834,5780,51108
32PRQ_10,0,0,0,0,0,62449,3,3084
32PRQ_11,0,0,97,185,0,20019,454,44781
32PRQ_12,19,310,543,427,16,52,63287,882
32PRQ_13,0,0,562,1025,0,4043,24086,35820
32PRQ_14,0,0,0,3317,0,29951,0,32268
32PRQ_15,2,14,889,1231,0,126,43296,19978
32PRQ_16,0,0,463,32993,0,144,25334,6602
32PRQ_17,0,0,112,1717,0,2760,43162,17785
32PRQ_18,7,1,88,926,0,145,60870,3499
32PRQ_19,0,0,107,4577,0,17392,6099,37361
32PRQ_20,0,0,0,114,0,5378,0,60044
32PRQ_21,0,0,0,61,0,14217,0,51258
32PRQ_22,14,799,1134,32147,0,4606,6978,19858
32PRQ_23,5,0,107,857,0,541,29711,34315
32PRQ_24,0,0,63,215,0,38430,79,26749
32PRQ_25,4,19,4826,1867,0,3793,40982,14045
32PRQ_26,0,0,788,874,0,11436,40109,12329
32PRQ_27,0,762,155,176,0,1913,25075,37455
32PRQ_28,0,0,0,0,0,4152,0,61384
32PRQ_29,0,0,0,1749,0,10512,0,53275
33KUT_00,0,0,446,64757,0,0,0,333
33KUT_01,0,0,0,65536,0,0,0,0
33KUT_02,0,65536,0,0,0,0,0,0
33KUT_03,0,15,21,22167,0,5001,0,38332
33KUT_04,0,65536,0,0,0,0,0,0
33KUT_05,0,0,0,65422,0,52,0,62
33KUT_06,0,0,0,65312,0,28,0,196
33KUT_07,0,0,0,65536,0,0,0,0
33KUT_08,0,0,0,65536,0,0,0,0
33KUT_09,0,0,191,63419,0,45,0,1881
33KUT_10,0,0,6,65529,0,0,0,1
33KUT_11,0,0,38,65023,0,30,0,445
33KUT_12,0,0,2092,62395,0,18,0,1031
33KUT_13,0,0,173,65219,0,0,0,144
33KUT_14,0,0,122,65407,0,0,0,7
33KUT_15,0,0,16,64090,0,42,0,1388
33KUT_16,0,0,527,64808,0,5,0,196
33KUT_17,0,0,0,65255,0,182,0,99
33KUT_18,0,0,392,64328,0,0,0,816
33KUT_19,0,0,155,65132,0,28,0,221
33KUT_20,0,0,0,65536,0,0,0,0
33KUT_21,0,0,4087,59843,0,120,0,1486
33KUT_22,5,0,2151,60674,0,497,0,2209
33KUT_23,0,0,9,65147,0,49,0,331
33KUT_24,0,0,130,64917,0,0,0,489
33KUT_25,0,0,877,63326,0,13,0,1320
33KUT_26,0,0,27,64830,0,7,0,672
33KUT_27,0,0,6,65293,0,0,0,237
33KUT_28,0,0,0,65527,0,0,0,9
33KUT_29,0,0,0,50983,0,1315,0,13238
33KVU_00,6,78,4,448,0,6522,0,58478
33KVU_01,10,0,32620,20215,0,245,0,12446
33KVU_02,0,0,103,12323,0,316,0,52794
33KVU_03,0,278,80,5180,0,32946,0,27052
33KVU_04,5,0,9590,6161,0,9181,6571,34028
33KVU_05,11,0,26,59,0,450,0,64990
33KVU_06,0,1,243,17552,0,169,0,47571
33KVU_07,0,0,0,62150,0,0,0,3386
33KVU_08,0,0,2046,49986,0,736,0,12768
33KVU_09,0,0,180,59719,0,10,0,5627
33KVU_10,6,0,727,60885,0,116,0,3802
33KVU_11,2,0,806,59379,0,56,0,5293
33KVU_12,0,54,1069,41481,0,1191,136,21605
33KVU_13,0,0,0,64720,0,0,0,816
33KVU_14,0,0,153,61699,0,82,0,3602
33KVU_15,0,0,595,53909,0,1318,0,9714
33KVU_16,0,0,2,26981,0,1987,0,36566
33KVU_17,0,0,1373,18614,0,7515,0,38034
33KVU_18,0,0,419,9870,0,6,0,55241
33KVU_19,0,0,1,15630,0,3590,0,46315
33KVU_20,0,282,0,35570,0,2912,0,26772
33KVU_21,10,0,1587,23459,0,28,0,40452
33KVU_22,0,0,69,30049,0,1360,0,34058
33KVU_23,0,0,0,27453,0,155,0,37928
33KVU_24,45,0,1818,40871,0,784,0,22018
33KVU_25,7,0,1140,23869,0,2622,0,37898
33KVU_26,0,0,357,49270,19,554,0,15336
33KVU_27,8,0,1935,51405,0,712,0,11476
33KVU_28,176,290,308,22532,0,3937,0,38293
33KVU_29,2,0,55,6092,0,13817,0,45570
33KXV_00,0,65011,0,525,0,0,0,0
33KXV_01,0,1,786,45384,0,0,0,19365
33KXV_02,0,31744,0,32768,0,1024,0,0
33KXV_03,0,0,0,89,0,64962,0,485
33KXV_04,211,0,209,33,0,477,52366,12240
33KXV_05,0,0,38,1394,0,2760,0,61344
33KXV_06,0,0,725,318,0,1734,0,62759
33KXV_07,0,0,56,229,0,14258,32386,18607
33KXV_08,21,0,2996,633,0,213,58255,3418
33KXV_09,0,0,556,50,0,37264,0,27666
33KXV_10,39,0,3661,178,0,2211,32397,27050
33KXV_11,163,0,1527,221,0,2716,31152,29757
33KXV_12,25,0,41,1230,0,44093,0,20147
33KXV_13,0,63488,0,2048,0,0,0,0
33KXV_14,0,0,4,6112,0,53350,0,6070
33KXV_15,9,11038,1097,47254,0,793,0,5345
33KXV_16,202,98,181,59589,0,1993,0,3473
33KXV_17,0,0,8261,23040,0,3061,0,31174
33KXV_18,37,29851,0,30586,273,2980,0,1809
33KXV_19,148,0,9,417,0,303,27918,36741
33KXV_20,259,0,39,315,0,560,13681,50682
33KXV_21,694,0,753,1156,0,8947,31116,22870
33KXV_22,957,0,1327,2830,0,447,36462,23513
33KXV_23,0,0,2042,1783,0,4204,0,57507
33KXV_24,839,268,415,0,0,1086,62107,821
33KXV_25,0,0,0,0,0,46364,1093,18079
33KXV_26,225,0,2317,12928,0,1859,34771,13436
33KXV_27,0,0,374,8547,3,2217,34140,20255
33KXV_28,0,55296,0,10240,0,0,0,0
33KXV_29,0,62464,0,3072,0,0,0,0
33LUC_00,0,916,130,737,0,37880,706,25167
33LUC_01,57,204,10459,36610,0,2851,22,15333
33LUC_02,0,0,0,63,0,64505,8,960
33LUC_03,0,0,156,64,0,828,62465,2023
33LUC_04,0,0,4,0,0,0,0,65532
33LUC_05,4,0,76,31393,0,6243,0,27820
33LUC_06,4,717,818,744,0,5810,334,57109
33LUC_07,0,0,339,73,0,13843,29107,22174
33LUC_08,0,0,762,84,0,5504,41831,17355
33LUC_09,0,0,0,0,0,10185,2,55349
33LUC_10,0,12,675,465,0,1356,507,62521
33LUC_11,0,0,346,891,0,5180,1,59118
33LUC_12,0,0,41,38,0,32541,11741,21175
33LUC_13,0,0,81,0,0,34618,8031,22806
33LUC_14,0,0,0,0,0,52668,895,11973
33LUC_15,0,75,427,3176,0,25362,62,36434
33LUC_16,36,802,331,2132,0,10780,13641,37814
33LUC_17,1,0,182,5350,0,4923,2897,52183
33LUC_18,0,0,0,0,0,16149,522,48865
33LUC_19,0,0,1145,106,0,21281,4798,38206
33LUC_20,0,27,2087,177,0,4960,7784,50501
33LUC_21,0,0,11467,38,0,10129,33500,10402
33LUC_22,0,117,181,0,0,45899,568,18771
33LUC_23,0,0,984,4771,0,1419,0,58362
