level_0,Region,Subregion,Country
29PNM_13,Africa,Western Africa,Mali
29PNM_14,Africa,Western Africa,Guinea
29PNM_14,Africa,Western Africa,Mali
29PNM_15,Africa,Western Africa,Ivory Coast
29PNM_15,Africa,Western Africa,Guinea
29PNM_15,Africa,Western Africa,Mali
29PNM_16,Africa,Western Africa,Ivory Coast
29PNM_16,Africa,Western Africa,Guinea
29PNM_16,Africa,Western Africa,Mali
29PNM_17,Africa,Western Africa,Ivory Coast
29PNM_17,Africa,Western Africa,Guinea
29PNM_18,Africa,Western Africa,Guinea
29PNM_18,Africa,Western Africa,Mali
29PNM_19,Africa,Western Africa,Ivory Coast
29PNM_19,Africa,Western Africa,Guinea
29PNM_20,Africa,Western Africa,Ivory Coast
29PNM_20,Africa,Western Africa,Guinea
29PNM_20,Africa,Western Africa,Mali
29PNM_21,Africa,Western Africa,Ivory Coast
29PNM_21,Africa,Western Africa,Guinea
29PNM_21,Africa,Western Africa,Mali
29PNM_22,Africa,Western Africa,Ivory Coast
29PNM_22,Africa,Western Africa,Guinea
29PNM_22,Africa,Western Africa,Mali
29PNM_23,Africa,Western Africa,Guinea
29PNM_23,Africa,Western Africa,Mali
29PNM_24,Africa,Western Africa,Ivory Coast
29PNM_24,Africa,Western Africa,Guinea
29PNM_25,Africa,Western Africa,Guinea
29PNM_25,Africa,Western Africa,Mali
29PNM_26,Africa,Western Africa,Guinea
29PNM_27,Africa,Western Africa,Guinea
29PNM_27,Africa,Western Africa,Mali
29PNM_28,Africa,Western Africa,Guinea
29PNM_28,Africa,Western Africa,Mali
29PNM_29,Africa,Western Africa,Ivory Coast
29PNM_29,Africa,Western Africa,Guinea
30PTV_00,Africa,Western Africa,Mali
30PTV_01,Africa,Western Africa,Burkina Faso
30PTV_01,Africa,Western Africa,Mali
30PTV_02,Africa,Western Africa,Burkina Faso
30PTV_02,Africa,Western Africa,Mali
30PTV_03,Africa,Western Africa,Burkina Faso
30PTV_03,Africa,Western Africa,Mali
30PTV_04,Africa,Western Africa,Burkina Faso
30PTV_04,Africa,Western Africa,Mali
30PTV_05,Africa,Western Africa,Burkina Faso
30PTV_05,Africa,Western Africa,Mali
30PTV_06,Africa,Western Africa,Burkina Faso
30PTV_06,Africa,Western Africa,Mali
30PTV_07,Africa,Western Africa,Burkina Faso
30PTV_07,Africa,Western Africa,Mali
30PTV_08,Africa,Western Africa,Burkina Faso
30PTV_08,Africa,Western Africa,Mali
30PTV_09,Africa,Western Africa,Burkina Faso
30PTV_09,Africa,Western Africa,Mali
30PTV_10,Africa,Western Africa,Burkina Faso
30PTV_10,Africa,Western Africa,Mali
30PTV_11,Africa,Western Africa,Burkina Faso
30PTV_11,Africa,Western Africa,Mali
30PTV_12,Africa,Western Africa,Burkina Faso
30PTV_12,Africa,Western Africa,Mali
30PTV_13,Africa,Western Africa,Burkina Faso
30PTV_13,Africa,Western Africa,Mali
30PTV_14,Africa,Western Africa,Burkina Faso
30PTV_14,Africa,Western Africa,Mali
30PTV_15,Africa,Western Africa,Burkina Faso
30PTV_15,Africa,Western Africa,Mali
30PTV_16,Africa,Western Africa,Burkina Faso
30PTV_16,Africa,Western Africa,Mali
30PTV_17,Africa,Western Africa,Burkina Faso
30PTV_17,Africa,Western Africa,Mali
30PTV_18,Africa,Western Africa,Mali
30PTV_19,Africa,Western Africa,Mali
30PTV_20,Africa,Western Africa,Burkina Faso
30PTV_20,Africa,Western Africa,Mali
30PTV_21,Africa,Western Africa,Mali
30PTV_22,Africa,Western Africa,Mali
30PTV_23,Africa,Western Africa,Mali
30PTV_24,Africa,Western Africa,Burkina Faso
30PTV_24,Africa,Western Africa,Mali
30PTV_25,Africa,Western Africa,Burkina Faso
30PTV_25,Africa,Western Africa,Mali
30PTV_26,Africa,Western Africa,Burkina Faso
30PTV_26,Africa,Western Africa,Mali
30PTV_27,Africa,Western Africa,Burkina Faso
30PTV_27,Africa,Western Africa,Mali
30PTV_28,Africa,Western Africa,Burkina Faso
30PTV_28,Africa,Western Africa,Mali
30PTV_29,Africa,Western Africa,Burkina Faso
30PTV_29,Africa,Western Africa,Mali
30PWT_00,Africa,Western Africa,Burkina Faso
30PWT_00,Africa,Western Africa,Ghana
30PWT_00,Africa,Western Africa,Mali
30PWT_01,Africa,Western Africa,Burkina Faso
30PWT_01,Africa,Western Africa,Ghana
30PWT_01,Africa,Western Africa,Mali
30PWT_02,Africa,Western Africa,Burkina Faso
30PWT_02,Africa,Western Africa,Mali
30PWT_03,Africa,Western Africa,Burkina Faso
30PWT_03,Africa,Western Africa,Mali
30PWT_04,Africa,Western Africa,Burkina Faso
30PWT_04,Africa,Western Africa,Ghana
30PWT_04,Africa,Western Africa,Mali
30PWT_05,Africa,Western Africa,Burkina Faso
30PWT_05,Africa,Western Africa,Mali
30PWT_06,Africa,Western Africa,Burkina Faso
30PWT_06,Africa,Western Africa,Ghana
30PWT_06,Africa,Western Africa,Mali
30PWT_07,Africa,Western Africa,Burkina Faso
30PWT_07,Africa,Western Africa,Ghana
30PWT_07,Africa,Western Africa,Mali
30PWT_08,Africa,Western Africa,Burkina Faso
30PWT_08,Africa,Western Africa,Ghana
30PWT_08,Africa,Western Africa,Mali
30PWT_09,Africa,Western Africa,Burkina Faso
30PWT_09,Africa,Western Africa,Ghana
30PWT_09,Africa,Western Africa,Mali
30PWT_10,Africa,Western Africa,Burkina Faso
30PWT_10,Africa,Western Africa,Mali
30PWT_11,Africa,Western Africa,Burkina Faso
30PWT_11,Africa,Western Africa,Mali
30PWT_12,Africa,Western Africa,Burkina Faso
30PWT_12,Africa,Western Africa,Ghana
30PWT_12,Africa,Western Africa,Mali
30PWT_13,Africa,Western Africa,Burkina Faso
30PWT_13,Africa,Western Africa,Mali
30PWT_14,Africa,Western Africa,Burkina Faso
30PWT_14,Africa,Western Africa,Mali
30PWT_15,Africa,Western Africa,Burkina Faso
30PWT_15,Africa,Western Africa,Ghana
30PWT_15,Africa,Western Africa,Mali
30PWT_16,Africa,Western Africa,Burkina Faso
30PWT_16,Africa,Western Africa,Ghana
30PWT_16,Africa,Western Africa,Mali
30PWT_17,Africa,Western Africa,Burkina Faso
30PWT_17,Africa,Western Africa,Mali
30PWT_18,Africa,Western Africa,Burkina Faso
30PWT_18,Africa,Western Africa,Ghana
30PWT_18,Africa,Western Africa,Mali
30PWT_19,Africa,Western Africa,Burkina Faso
30PWT_19,Africa,Western Africa,Mali
30PWT_20,Africa,Western Africa,Burkina Faso
30PWT_20,Africa,Western Africa,Mali
30PWT_21,Africa,Western Africa,Burkina Faso
30PWT_21,Africa,Western Africa,Mali
30PWT_22,Africa,Western Africa,Burkina Faso
30PWT_22,Africa,Western Africa,Ghana
30PWT_22,Africa,Western Africa,Mali
30PWT_23,Africa,Western Africa,Burkina Faso
30PWT_23,Africa,Western Africa,Mali
30PWT_24,Africa,Western Africa,Burkina Faso
30PWT_24,Africa,Western Africa,Mali
30PWT_25,Africa,Western Africa,Burkina Faso
30PWT_25,Africa,Western Africa,Ghana
30PWT_25,Africa,Western Africa,Mali
30PWT_26,Africa,Western Africa,Burkina Faso
30PWT_26,Africa,Western Africa,Ghana
30PWT_26,Africa,Western Africa,Mali
30PWT_27,Africa,Western Africa,Burkina Faso
30PWT_27,Africa,Western Africa,Ghana
30PWT_27,Africa,Western Africa,Mali
30PWT_28,Africa,Western Africa,Burkina Faso
30PWT_28,Africa,Western Africa,Mali
30PWT_29,Africa,Western Africa,Burkina Faso
30PWT_29,Africa,Western Africa,Ghana
30PWT_29,Africa,Western Africa,Mali
31NFH_00,Africa,Western Africa,Nigeria
31NFH_01,Africa,Western Africa,Nigeria
31NFH_02,Africa,Western Africa,Nigeria
31NFH_03,Africa,Western Africa,Nigeria
31NFH_04,Africa,Western Africa,Nigeria
31NFH_05,Africa,Western Africa,Nigeria
31NFH_06,Africa,Western Africa,Nigeria
31NFH_07,Africa,Western Africa,Nigeria
31NFH_08,Africa,Western Africa,Nigeria
31NFH_09,Africa,Western Africa,Nigeria
31NFH_10,Africa,Western Africa,Nigeria
31NFH_11,Africa,Western Africa,Nigeria
31NFH_12,Africa,Western Africa,Nigeria
31NFH_13,Africa,Western Africa,Nigeria
31NFH_14,Africa,Western Africa,Nigeria
31NFH_15,Africa,Western Africa,Nigeria
31NFH_16,Africa,Western Africa,Nigeria
31NFH_17,Africa,Western Africa,Nigeria
31NFH_18,Africa,Western Africa,Nigeria
31NFH_19,Africa,Western Africa,Nigeria
31NFH_20,Africa,Western Africa,Nigeria
31NFH_21,Africa,Western Africa,Nigeria
31NFH_22,Africa,Western Africa,Nigeria
31NFH_23,Africa,Western Africa,Nigeria
31NFH_24,Africa,Western Africa,Nigeria
31NFH_25,Africa,Western Africa,Nigeria
31NFH_26,Africa,Western Africa,Nigeria
31NFH_27,Africa,Western Africa,Nigeria
31NFH_28,Africa,Western Africa,Nigeria
31NFH_29,Africa,Western Africa,Nigeria
31PGR_00,Africa,Western Africa,Niger
31PGR_00,Africa,Western Africa,Nigeria
31PGR_01,Africa,Western Africa,Niger
31PGR_01,Africa,Western Africa,Nigeria
31PGR_02,Africa,Western Africa,Niger
31PGR_03,Africa,Western Africa,Niger
31PGR_03,Africa,Western Africa,Nigeria
31PGR_04,Africa,Western Africa,Niger
31PGR_04,Africa,Western Africa,Nigeria
31PGR_05,Africa,Western Africa,Niger
31PGR_05,Africa,Western Africa,Nigeria
31PGR_06,Africa,Western Africa,Niger
31PGR_07,Africa,Western Africa,Niger
31PGR_08,Africa,Western Africa,Niger
31PGR_08,Africa,Western Africa,Nigeria
31PGR_09,Africa,Western Africa,Niger
31PGR_10,Africa,Western Africa,Niger
31PGR_11,Africa,Western Africa,Niger
31PGR_12,Africa,Western Africa,Niger
31PGR_13,Africa,Western Africa,Niger
31PGR_14,Africa,Western Africa,Niger
31PGR_15,Africa,Western Africa,Niger
31PGR_15,Africa,Western Africa,Nigeria
31PGR_16,Africa,Western Africa,Niger
31PGR_17,Africa,Western Africa,Niger
31PGR_18,Africa,Western Africa,Niger
31PGR_18,Africa,Western Africa,Nigeria
31PGR_19,Africa,Western Africa,Niger
31PGR_19,Africa,Western Africa,Nigeria
31PGR_20,Africa,Western Africa,Niger
31PGR_20,Africa,Western Africa,Nigeria
31PGR_21,Africa,Western Africa,Niger
31PGR_21,Africa,Western Africa,Nigeria
31PGR_22,Africa,Western Africa,Niger
31PGR_22,Africa,Western Africa,Nigeria
31PGR_23,Africa,Western Africa,Niger
31PGR_24,Africa,Western Africa,Niger
31PGR_25,Africa,Western Africa,Niger
31PGR_26,Africa,Western Africa,Niger
31PGR_26,Africa,Western Africa,Nigeria
31PGR_27,Africa,Western Africa,Niger
31PGR_27,Africa,Western Africa,Nigeria
31PGR_28,Africa,Western Africa,Niger
31PGR_28,Africa,Western Africa,Nigeria
31PGR_29,Africa,Western Africa,Niger
31PGR_29,Africa,Western Africa,Nigeria
31PGS_00,Africa,Western Africa,Niger
31PGS_01,Africa,Western Africa,Niger
31PGS_02,Africa,Western Africa,Niger
31PGS_03,Africa,Western Africa,Niger
31PGS_04,Africa,Western Africa,Niger
31PGS_05,Africa,Western Africa,Niger
31PGS_06,Africa,Western Africa,Niger
31PGS_07,Africa,Western Africa,Niger
31PGS_08,Africa,Western Africa,Niger
31PGS_09,Africa,Western Africa,Niger
31PGS_10,Africa,Western Africa,Niger
31PGS_11,Africa,Western Africa,Niger
31PGS_12,Africa,Western Africa,Niger
31PGS_13,Africa,Western Africa,Niger
31PGS_14,Africa,Western Africa,Niger
31PGS_15,Africa,Western Africa,Niger
31PGS_16,Africa,Western Africa,Niger
31PGS_17,Africa,Western Africa,Niger
31PGS_18,Africa,Western Africa,Niger
31PGS_19,Africa,Western Africa,Niger
31PGS_20,Africa,Western Africa,Niger
31PGS_21,Africa,Western Africa,Niger
31PGS_22,Africa,Western Africa,Niger
31PGS_23,Africa,Western Africa,Niger
31PGS_24,Africa,Western Africa,Niger
31PGS_25,Africa,Western Africa,Niger
31PGS_26,Africa,Western Africa,Niger
31PGS_27,Africa,Western Africa,Niger
31PGS_28,Africa,Western Africa,Niger
31PGS_29,Africa,Western Africa,Niger
32PLR_00,Africa,Western Africa,Nigeria
32PLR_01,Africa,Western Africa,Nigeria
32PLR_02,Africa,Western Africa,Nigeria
32PLR_03,Africa,Western Africa,Nigeria
32PLR_04,Africa,Western Africa,Nigeria
32PLR_05,Africa,Western Africa,Nigeria
32PLR_06,Africa,Western Africa,Nigeria
32PLR_07,Africa,Western Africa,Nigeria
32PLR_08,Africa,Western Africa,Nigeria
32PLR_09,Africa,Western Africa,Nigeria
32PLR_10,Africa,Western Africa,Nigeria
32PLR_11,Africa,Western Africa,Nigeria
32PLR_12,Africa,Western Africa,Nigeria
32PLR_13,Africa,Western Africa,Nigeria
32PLR_14,Africa,Western Africa,Nigeria
32PLR_15,Africa,Western Africa,Nigeria
32PLR_16,Africa,Western Africa,Nigeria
32PLR_17,Africa,Western Africa,Nigeria
32PLR_18,Africa,Western Africa,Nigeria
32PLR_19,Africa,Western Africa,Nigeria
32PLR_20,Africa,Western Africa,Nigeria
32PLR_21,Africa,Western Africa,Nigeria
32PLR_22,Africa,Western Africa,Nigeria
32PLR_23,Africa,Western Africa,Nigeria
32PLR_24,Africa,Western Africa,Nigeria
32PLR_25,Africa,Western Africa,Nigeria
32PLR_26,Africa,Western Africa,Nigeria
32PLR_27,Africa,Western Africa,Nigeria
32PLR_28,Africa,Western Africa,Nigeria
32PLR_29,Africa,Western Africa,Nigeria
32PLS_00,Africa,Western Africa,Nigeria
32PLS_01,Africa,Western Africa,Nigeria
32PLS_02,Africa,Western Africa,Nigeria
32PLS_03,Africa,Western Africa,Nigeria
32PLS_04,Africa,Western Africa,Nigeria
32PLS_05,Africa,Western Africa,Nigeria
32PLS_06,Africa,Western Africa,Nigeria
32PLS_07,Africa,Western Africa,Nigeria
32PLS_08,Africa,Western Africa,Nigeria
32PLS_09,Africa,Western Africa,Nigeria
32PLS_10,Africa,Western Africa,Nigeria
32PLS_11,Africa,Western Africa,Nigeria
32PLS_12,Africa,Western Africa,Nigeria
32PLS_13,Africa,Western Africa,Nigeria
32PLS_14,Africa,Western Africa,Nigeria
32PLS_15,Africa,Western Africa,Nigeria
32PLS_16,Africa,Western Africa,Nigeria
32PLS_17,Africa,Western Africa,Nigeria
32PLS_18,Africa,Western Africa,Nigeria
32PLS_19,Africa,Western Africa,Nigeria
32PLS_20,Africa,Western Africa,Nigeria
32PLS_21,Africa,Western Africa,Nigeria
32PLS_22,Africa,Western Africa,Nigeria
32PLS_23,Africa,Western Africa,Nigeria
32PLS_24,Africa,Western Africa,Nigeria
32PLS_25,Africa,Western Africa,Nigeria
32PLS_26,Africa,Western Africa,Nigeria
32PLS_27,Africa,Western Africa,Nigeria
32PLS_28,Africa,Western Africa,Nigeria
32PLS_29,Africa,Western Africa,Nigeria
32PPA_00,Africa,Western Africa,Niger
32PPA_01,Africa,Western Africa,Niger
32PPA_02,Africa,Western Africa,Niger
32PPA_03,Africa,Western Africa,Niger
32PPA_03,Africa,Western Africa,Nigeria
32PPA_04,Africa,Western Africa,Niger
32PPA_05,Africa,Western Africa,Niger
32PPA_06,Africa,Western Africa,Niger
32PPA_07,Africa,Western Africa,Niger
32PPA_08,Africa,Western Africa,Niger
32PPA_08,Africa,Western Africa,Nigeria
32PPA_09,Africa,Western Africa,Niger
32PPA_10,Africa,Western Africa,Niger
32PPA_11,Africa,Western Africa,Niger
32PPA_11,Africa,Western Africa,Nigeria
32PPA_12,Africa,Western Africa,Niger
32PPA_12,Africa,Western Africa,Nigeria
32PPA_13,Africa,Western Africa,Niger
32PPA_14,Africa,Western Africa,Niger
32PPA_14,Africa,Western Africa,Nigeria
32PPA_15,Africa,Western Africa,Niger
32PPA_16,Africa,Western Africa,Niger
32PPA_16,Africa,Western Africa,Nigeria
32PPA_17,Africa,Western Africa,Niger
32PPA_18,Africa,Western Africa,Niger
32PPA_19,Africa,Western Africa,Niger
32PPA_19,Africa,Western Africa,Nigeria
32PPA_20,Africa,Western Africa,Niger
32PPA_20,Africa,Western Africa,Nigeria
32PPA_21,Africa,Western Africa,Niger
32PPA_22,Africa,Western Africa,Niger
32PPA_23,Africa,Western Africa,Niger
32PPA_24,Africa,Western Africa,Niger
32PPA_25,Africa,Western Africa,Niger
32PPA_25,Africa,Western Africa,Nigeria
32PPA_26,Africa,Western Africa,Niger
32PPA_27,Africa,Western Africa,Niger
32PPA_28,Africa,Western Africa,Niger
32PPA_29,Africa,Western Africa,Niger
32PQQ_00,Africa,Middle Africa,Cameroon
32PQQ_00,Africa,Western Africa,Nigeria
32PQQ_01,Africa,Middle Africa,Cameroon
32PQQ_01,Africa,Western Africa,Nigeria
32PQQ_02,Africa,Middle Africa,Cameroon
32PQQ_02,Africa,Western Africa,Nigeria
32PQQ_03,Africa,Middle Africa,Cameroon
32PQQ_03,Africa,Western Africa,Nigeria
32PQQ_04,Africa,Middle Africa,Cameroon
32PQQ_04,Africa,Western Africa,Nigeria
32PQQ_05,Africa,Middle Africa,Cameroon
32PQQ_05,Africa,Western Africa,Nigeria
32PQQ_06,Africa,Middle Africa,Cameroon
32PQQ_06,Africa,Western Africa,Nigeria
32PQQ_07,Africa,Middle Africa,Cameroon
32PQQ_07,Africa,Western Africa,Nigeria
32PQQ_08,Africa,Middle Africa,Cameroon
32PQQ_08,Africa,Western Africa,Nigeria
32PQQ_09,Africa,Middle Africa,Cameroon
32PQQ_09,Africa,Western Africa,Nigeria
32PQQ_10,Africa,Middle Africa,Cameroon
32PQQ_10,Africa,Western Africa,Nigeria
32PQQ_11,Africa,Middle Africa,Cameroon
32PQQ_11,Africa,Western Africa,Nigeria
32PQQ_12,Africa,Middle Africa,Cameroon
32PQQ_12,Africa,Western Africa,Nigeria
32PQQ_13,Africa,Middle Africa,Cameroon
32PQQ_13,Africa,Western Africa,Nigeria
32PQQ_14,Africa,Middle Africa,Cameroon
32PQQ_14,Africa,Western Africa,Nigeria
32PQQ_15,Africa,Middle Africa,Cameroon
32PQQ_15,Africa,Western Africa,Nigeria
32PQQ_16,Africa,Middle Africa,Cameroon
32PQQ_16,Africa,Western Africa,Nigeria
32PQQ_17,Africa,Middle Africa,Cameroon
32PQQ_17,Africa,Western Africa,Nigeria
32PQQ_18,Africa,Middle Africa,Cameroon
32PQQ_18,Africa,Western Africa,Nigeria
32PQQ_19,Africa,Middle Africa,Cameroon
32PQQ_19,Africa,Western Africa,Nigeria
32PQQ_20,Africa,Middle Africa,Cameroon
32PQQ_20,Africa,Western Africa,Nigeria
32PQQ_21,Africa,Middle Africa,Cameroon
32PQQ_21,Africa,Western Africa,Nigeria
32PQQ_22,Africa,Middle Africa,Cameroon
32PQQ_22,Africa,Western Africa,Nigeria
32PQQ_23,Africa,Middle Africa,Cameroon
32PQQ_23,Africa,Western Africa,Nigeria
32PQQ_24,Africa,Middle Africa,Cameroon
32PQQ_24,Africa,Western Africa,Nigeria
32PQQ_25,Africa,Middle Africa,Cameroon
32PQQ_25,Africa,Western Africa,Nigeria
32PQQ_26,Africa,Middle Africa,Cameroon
32PQQ_26,Africa,Western Africa,Nigeria
32PQQ_27,Africa,Middle Africa,Cameroon
32PQQ_27,Africa,Western Africa,Nigeria
32PQQ_28,Africa,Middle Africa,Cameroon
32PQQ_28,Africa,Western Africa,Nigeria
32PQQ_29,Africa,Middle Africa,Cameroon
32PQQ_29,Africa,Western Africa,Nigeria
32PRQ_00,Africa,Middle Africa,Cameroon
32PRQ_00,Africa,Western Africa,Nigeria
32PRQ_01,Africa,Middle Africa,Cameroon
32PRQ_01,Africa,Western Africa,Nigeria
32PRQ_02,Africa,Middle Africa,Cameroon
32PRQ_02,Africa,Western Africa,Nigeria
32PRQ_03,Africa,Middle Africa,Cameroon
32PRQ_03,Africa,Western Africa,Nigeria
32PRQ_04,Africa,Middle Africa,Cameroon
32PRQ_04,Africa,Western Africa,Nigeria
32PRQ_05,Africa,Middle Africa,Cameroon
32PRQ_05,Africa,Western Africa,Nigeria
32PRQ_06,Africa,Middle Africa,Cameroon
32PRQ_06,Africa,Western Africa,Nigeria
32PRQ_07,Africa,Middle Africa,Cameroon
32PRQ_07,Africa,Western Africa,Nigeria
32PRQ_08,Africa,Middle Africa,Cameroon
32PRQ_08,Africa,Western Africa,Nigeria
32PRQ_09,Africa,Middle Africa,Cameroon
32PRQ_09,Africa,Western Africa,Nigeria
32PRQ_10,Africa,Middle Africa,Cameroon
32PRQ_10,Africa,Western Africa,Nigeria
32PRQ_11,Africa,Middle Africa,Cameroon
32PRQ_11,Africa,Western Africa,Nigeria
32PRQ_12,Africa,Middle Africa,Cameroon
32PRQ_12,Africa,Western Africa,Nigeria
32PRQ_13,Africa,Middle Africa,Cameroon
32PRQ_13,Africa,Western Africa,Nigeria
32PRQ_14,Africa,Middle Africa,Cameroon
