identifier,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
29PKL_05,0.0,73.44343891402715,0.0,67.59496733607548,0.0,62.141419645451904,61.5,74.33895094706168
29PKL_06,0.0,0.0,50.79296875,52.16107382550336,0.0,86.48955530551343,76.41666666666667,84.46408901625398
29PKL_07,0.0,0.0,39.0,62.66731994120529,0.0,69.58419136765471,65.30456852791878,83.68919109783903
29PKL_08,0.0,0.0,68.0,42.170894526034715,0.0,67.98621119117516,64.52713178294573,78.10904572947567
29PKL_09,0.0,0.0,0.0,60.29128919860627,0.0,64.47834710743801,57.523809523809526,79.57889970568259
29PKL_10,0.0,36.0,65.29032258064517,53.008238928939235,0.0,76.6559051900286,54.701021355617456,81.3119536971415
29PKL_11,0.0,97.36,63.0,0.0,0.0,97.37969742965323,65.43396226415095,81.81016825164593
29PKL_12,0.0,0.0,0.0,67.20459401709402,0.0,73.01012450403611,64.79661016949153,89.0271673207278
29PKL_13,0.0,0.0,76.24547803617571,57.06315789473684,0.0,87.31117585767761,68.78181818181818,81.15094051078147
29PKL_14,0.0,0.0,40.0,51.395833333333336,0.0,76.3175105485232,69.20120259019427,90.05776343875772
29PKL_15,0.0,0.0,38.0,56.256513026052104,0.0,55.28470540758676,53.58009478672986,81.50994359832347
29PKL_16,0.0,35.0,41.531976744186046,61.72127139364303,0.0,82.72700201207243,65.77807486631016,87.72891206866689
29PKL_17,0.0,34.0,0.0,35.0,0.0,89.38198509845662,62.9645390070922,89.40000706289509
29PKL_18,0.0,0.0,0.0,46.77925531914894,0.0,78.04690553745928,71.14024624855713,88.92007573076651
29PKL_19,0.0,0.0,0.0,52.116317991631796,0.0,85.78003737153534,54.69882352941176,79.87411612727767
29PKL_20,0.0,0.0,65.0,59.288801571709236,0.0,84.81763971151135,68.46938775510205,85.51339227157061
29PKL_21,0.0,0.0,40.625,39.58985667034179,0.0,86.93638522997193,88.53738701725554,87.82670716223954
29PKL_22,0.0,0.0,47.016949152542374,50.96662030598053,0.0,88.52596077211672,77.97034596375617,86.39347579731262
29PKL_23,0.0,37.0,35.0,52.46229076546925,36.0,73.42518874399451,50.73628200864649,80.16650179164193
29PKL_24,0.0,0.0,41.06410256410256,54.864250946457545,0.0,63.796445029624756,68.4021164021164,77.578241552195
29PKL_25,0.0,0.0,46.58536585365854,54.01856077894416,0.0,81.91562466021529,85.85672514619883,81.60316138076759
29PKL_26,0.0,0.0,37.0,64.17137150466046,0.0,79.0100545512889,57.31818181818182,80.58762466924486
29PKL_27,0.0,69.0048,55.949561403508774,51.02442244224422,71.0,86.35301608262982,71.47058823529412,82.36876777960772
29PKL_28,0.0,0.0,68.0,57.05741785595752,0.0,81.90531606417939,51.95652173913044,82.54457798415733
29PKL_29,0.0,0.0,47.9290780141844,45.9567191283293,0.0,77.73599839695422,64.5547652916074,74.34884924350698
29PNM_00,0.0,93.64269388998933,52.332361516034986,54.58047138047138,0.0,70.84000741564701,73.66323280581268,74.42677009043453
29PNM_01,0.0,0.0,92.89181395580083,37.13333333333333,0.0,63.360911270983216,81.49348914858096,86.66568109820486
29PNM_02,0.0,0.0,57.221698113207545,66.56787762906309,0.0,91.04082484153093,61.81967213114754,65.96059113300493
29PNM_03,0.0,0.0,81.4240631163708,38.758620689655174,0.0,60.529411764705884,90.37178436834344,82.97209026128266
29PNM_04,0.0,0.0,34.0,52.420743639921724,0.0,80.82611386138613,67.8728323699422,89.25605438558583
29PNM_05,0.0,0.0,67.16923076923077,66.46528301886792,0.0,82.07180215182308,65.76559139784946,84.64308456444218
29PNM_06,0.0,0.0,0.0,51.08024691358025,0.0,77.5996898941992,58.62634301631516,79.85869844469477
29PNM_07,0.0,0.0,0.0,40.83883994126285,0.0,76.52143309373953,61.285714285714285,79.27131049453149
29PNM_08,0.0,0.0,53.6687306501548,63.593270274461155,37.0,63.73245681088519,68.02146210596915,75.18579210270552
29PNM_09,0.0,0.0,80.8913043478261,59.82126008217927,0.0,67.52013422818791,62.21455576559546,71.70112026043661
29PNM_10,0.0,0.0,41.075,45.392738051130046,0.0,87.82644761866224,72.52975753122703,74.04546211490424
29PNM_11,0.0,60.91743119266055,69.28418308227114,49.25570544679988,0.0,66.96167557932264,67.7122469557124,73.11355628718304
29PNM_12,0.0,0.0,44.85968819599109,56.16558527542373,0.0,64.68018727575041,73.73542857142857,69.83313277176093
29PNM_13,0.0,0.0,37.92086330935252,40.69560234923363,0.0,76.73322043921189,59.348017621145374,73.75104331558498
29PNM_14,0.0,0.0,40.16748768472906,66.59666876482835,0.0,65.09993830968538,55.84649122807018,75.52692844115438
29PNM_15,0.0,0.0,36.0,69.06623620079151,0.0,71.5453463933061,36.86206896551724,67.07145256490234
29PNM_16,0.0,0.0,73.65378421900161,67.3167808219178,0.0,67.92387383220793,47.56903765690377,72.08655503930335
29PNM_17,0.0,0.0,51.553903345724905,63.15605270381554,0.0,77.69067682653518,39.70549242424242,63.59756196668021
29PNM_18,0.0,0.0,48.4749498997996,63.01887376237624,0.0,68.83106939985181,53.18849840255591,73.70181430613086
29PNM_19,0.0,0.0,51.19822485207101,49.58240361530857,0.0,75.23471232222639,61.93582510578279,74.3641975308642
29PNM_20,0.0,0.0,37.0,50.49797652772157,0.0,81.29465272733016,64.87341772151899,73.67061841375485
29PNM_21,0.0,0.0,57.075471698113205,56.34858553256123,0.0,63.5688800390117,64.0,56.083621440818504
29PNM_22,0.0,0.0,0.0,0.0,0.0,75.05509612286542,35.0,72.23583249082105
29PNM_23,0.0,0.0,76.22383004926108,59.3359872611465,0.0,65.94960433152853,45.324796625489604,69.06156598003578
29PNM_24,0.0,0.0,0.0,62.206896551724135,0.0,86.89860996193943,0.0,79.69340858697844
29PNM_25,0.0,0.0,45.554621848739494,59.269922109047336,0.0,86.82835538752363,50.03425925925926,66.16104886545523
29PNM_26,0.0,39.0,35.375,43.86604465178274,0.0,77.11460374696246,62.29667149059334,79.84705731886685
29PNM_27,0.0,38.0,88.75484466318056,43.654457498272286,39.0,65.8262678288431,69.90622629800731,80.15487927565393
29PNM_28,0.0,0.0,0.0,63.60446247464503,0.0,82.21811367895066,71.08333333333333,87.38260371595825
29PNM_29,0.0,88.86821705426357,44.056603773584904,57.099259259259256,0.0,83.75238584878377,49.87985212569316,81.30351135064511
30PTV_00,53.017035775127766,88.26674606611809,53.80889183808892,72.76488262910799,0.0,68.82023608768971,36.64300202839757,69.89736825961597
30PTV_01,0.0,0.0,94.26814522753409,51.41489361702128,0.0,71.07093184979138,54.24839006439743,59.68961807423346
30PTV_02,35.0,0.0,65.03365384615384,87.42212264237571,0.0,44.25925925925926,53.39080459770115,72.23764150943396
30PTV_03,0.0,0.0,57.14699074074074,54.631983805668014,0.0,83.81459972957043,45.0,64.67081807081807
30PTV_04,0.0,63.0,35.0,39.0,0.0,68.72727272727273,94.68036879345729,58.925
30PTV_05,0.0,0.0,0.0,54.541271347248575,0.0,60.95427649273803,0.0,89.49248810277899
30PTV_06,45.07142857142857,0.0,70.74029952348536,78.57018663091196,0.0,40.333625218914186,57.8493344661569,67.03933161953728
30PTV_07,50.61666666666667,0.0,57.769722814498934,75.56407085664821,0.0,57.93805725011732,64.47892313142047,72.6058353257621
30PTV_08,0.0,0.0,56.36187214611872,69.39796508266852,0.0,76.06545427218757,70.27881443784752,60.8718275355218
30PTV_09,0.0,0.0,41.0,72.39439775910364,0.0,69.31365244924567,42.337078651685395,73.91686170324921
30PTV_10,35.0,56.41379310344828,67.23801065719361,61.4692640089211,0.0,73.71449456231058,68.92789059262329,63.2764865915274
30PTV_11,0.0,0.0,54.68221941992434,68.20149953139644,0.0,75.30800300954343,72.24092341062853,63.195867959372116
30PTV_12,70.0,0.0,57.44251968503937,65.53042048390886,0.0,59.842525228819525,74.47487453850066,61.09184060721063
30PTV_13,0.0,0.0,55.18064516129032,57.25957118293154,0.0,66.02245565958742,60.65075499269362,44.87680294978853
30PTV_14,51.0,0.0,48.495397942609635,66.15428595993465,0.0,58.802518069480065,69.0837203715567,53.65958375782273
30PTV_15,62.0,0.0,58.911543287327476,66.9500074615729,36.0,54.793151642208244,63.69865470852018,58.58910590804319
30PTV_16,0.0,0.0,42.00790513833992,68.53780507257936,0.0,47.28052631578947,66.36666013712048,54.94795086951234
30PTV_17,49.333333333333336,61.324675324675326,48.07387387387387,76.59973656311242,0.0,47.148979591836735,59.82700599432117,60.836813054955606
30PTV_18,49.94117647058823,0.0,59.616382252559724,61.39591381234441,0.0,52.31937172774869,71.62885530945974,61.31967515688446
30PTV_19,0.0,0.0,60.51848512173129,59.4810443490701,35.7734375,57.87238095238095,91.47694367139889,60.41284046692607
30PTV_20,62.0,0.0,58.680129240710826,64.51440469108523,0.0,65.0716266730978,83.63223335854765,69.99120641108945
30PTV_21,48.76543209876543,0.0,85.15290519877676,71.85080147965475,0.0,92.26857142857143,91.88776739639455,52.01603554868625
30PTV_22,67.6231884057971,0.0,70.68663164039697,55.564110622250155,0.0,60.7964824120603,79.04822658841542,81.05757398183417
30PTV_23,39.44654088050314,0.0,54.732732732732735,90.03754285288419,0.0,49.74778106508876,39.0,67.21440312307377
30PTV_24,0.0,0.0,58.226168224299066,67.274155286273,0.0,49.62872882236774,69.67086678778644,63.06169465052714
30PTV_25,0.0,0.0,63.55555555555556,68.86242578456319,0.0,56.26891510643755,34.0,69.94822428716904
30PTV_26,47.449864498644985,78.52293729372937,38.86538461538461,76.64393074009499,0.0,50.757446808510636,47.319148936170215,57.0397119448938
30PTV_27,38.0,0.0,46.14375,64.6607429813782,0.0,65.35780965851687,64.0838583725264,53.55988327835575
30PTV_28,37.33870967741935,78.54116850891045,51.412917594654786,73.52370916754478,36.0,57.645076007931266,62.99294151541343,61.165535538005926
30PTV_29,0.0,0.0,42.69543147208122,66.52917260457708,0.0,67.96588356420816,61.706534026678725,59.94798970444661
30PWT_00,37.0,90.16087939182248,57.34687854710556,44.7462786047545,0.0,55.382128540023274,70.33747563352827,59.42047945689838
30PWT_01,0.0,67.29938900203666,89.40542065403729,42.66938775510204,0.0,69.72540846948984,55.93578315444788,59.94652406417112
30PWT_02,0.0,0.0,37.61969904240766,54.78455931783604,0.0,70.84366584226436,67.0,63.66896551724138
30PWT_03,0.0,0.0,48.891625615763544,0.0,36.0,67.0,94.19352117428716,70.14529914529915
30PWT_04,0.0,0.0,0.0,36.20845721836802,0.0,47.37853470437018,72.97720364741642,63.74083221602804
30PWT_05,0.0,0.0,51.185929648241206,36.0,0.0,42.57114624505929,91.8142659687762,70.52198777361467
30PWT_06,0.0,0.0,57.68005354752343,66.00761904761904,0.0,67.37289562289563,61.6248457424928,70.5389437279343
30PWT_07,0.0,99.81742424242424,44.22921348314607,53.53462603878116,0.0,83.0367069806917,75.30879050368945,82.64665288007993
30PWT_08,0.0,0.0,44.82058414464534,49.27533460803059,0.0,62.44123711340206,65.35626314208471,77.85256219053869
30PWT_09,0.0,0.0,54.19620253164557,38.19388379204893,0.0,47.64131172577635,72.54531408173051,83.447493762758
30PWT_10,0.0,0.0,51.528985507246375,57.71715233848388,36.0,53.454701834862384,69.97024746102132,72.09535954217468
30PWT_11,0.0,0.0,52.50461133069829,64.10821719594851,0.0,72.19844129108154,70.73612816106065,73.35742196478647
30PWT_12,0.0,0.0,39.0,61.068175765645805,0.0,62.42850076445723,69.50026896180742,77.97482311320755
30PWT_13,0.0,0.0,63.739591218773654,53.72035794183445,35.0,73.37318418395091,62.55885564533741,85.33651644125653
30PWT_14,36.0,0.0,53.979166666666664,49.55015197568389,0.0,58.910258576981576,87.27365446055542,72.35689577380057
30PWT_15,0.0,36.54545454545455,58.83179723502304,43.69658280135186,0.0,63.88913865331562,80.1304758362185,64.55699643241407
30PWT_16,0.0,0.0,64.02200141944641,38.598908594815825,40.629629629629626,64.75533834586466,82.01223963455948,70.18395073795328
30PWT_17,0.0,0.0,60.76214405360134,37.55798378568911,0.0,70.65125827814569,79.90628813437657,68.24205851619645
30PWT_18,0.0,0.0,60.59090909090909,54.28995215311005,0.0,66.17600219659528,88.32272852803094,70.22143308080808
30PWT_19,0.0,0.0,56.44210526315789,41.58941012540641,0.0,67.34157745785653,86.94168228190715,68.45028747721217
30PWT_20,0.0,0.0,50.5,38.423454650491045,0.0,70.97897328068106,84.39897698209718,69.683477340857
30PWT_21,0.0,94.76042590949423,86.37290502793296,49.908256880733944,0.0,96.80755589822668,74.26866537717602,91.09328710999054
30PWT_22,0.0,0.0,52.41476274165202,41.0,0.0,88.0307466460058,95.59525273644078,84.27162558778048
30PWT_23,0.0,0.0,66.3170731707317,52.57470119521912,0.0,86.56888997932074,81.89380490483163,84.00779920589903
30PWT_24,0.0,0.0,74.60227272727273,0.0,0.0,74.67412507171544,91.97863928394926,79.84433662827605
30PWT_25,0.0,0.0,64.78044871794872,43.01374705420267,0.0,80.27483583986444,84.76020139776058,75.20334779913205
30PWT_26,0.0,0.0,63.89230769230769,42.0,0.0,78.81915248581915,79.42301458670988,81.25366355819305
30PWT_27,0.0,58.0,85.89680365296803,42.245535714285715,39.0,77.7649441114531,90.2374561302017,82.460026543639
30PWT_28,0.0,0.0,56.0,0.0,0.0,82.77446362162678,59.76842105263158,76.63199503952876
30PWT_29,0.0,0.0,76.0094683175528,0.0,0.0,74.2973674453096,94.84143330922873,73.47930365082347
31NFH_00,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
31NFH_01,100.0,0.0,94.16443784809351,0.0,0.0,0.0,0.0,43.52247191011236
31NFH_02,0.0,62.8099173553719,73.98600508905852,0.0,59.65265760197775,74.93445604580667,59.0,70.28300283286119
31NFH_03,0.0,0.0,0.0,0.0,0.0,99.99824513214918,0.0,57.0
31NFH_04,0.0,0.0,56.11134020618557,0.0,39.0,80.12046222609833,81.50915128872788,67.77351916376307
31NFH_05,0.0,0.0,45.81065088757396,41.0,68.36842105263158,80.35945929187078,53.32266666666667,72.82190209990684
31NFH_06,0.0,0.0,48.73513513513514,41.0,0.0,90.8074920535871,67.75625464453802,71.70495495495496
31NFH_07,0.0,0.0,83.26175115207373,0.0,0.0,88.12082574377656,68.14241960183767,72.29225455614345
31NFH_08,0.0,0.0,0.0,39.0,0.0,92.8423722421271,62.76347305389221,64.51149625500784
31NFH_09,0.0,0.0,0.0,40.0,0.0,95.79001247226137,63.70634920634921,65.95586492890995
31NFH_10,0.0,0.0,0.0,52.726618705035975,0.0,87.29865739164275,55.86835222319093,75.9327887275242
31NFH_11,0.0,0.0,61.51449275362319,0.0,0.0,75.69762334471287,66.49127445795875,70.90047985275751
31NFH_12,0.0,62.65680473372781,39.0,37.0,37.0,87.43910219706513,64.07758620689656,75.68566819037376
31NFH_13,0.0,0.0,75.34265734265735,0.0,0.0,96.80699898903492,51.74133333333333,70.50484094052558
31NFH_14,0.0,0.0,59.604651162790695,0.0,0.0,98.96009280742459,60.95049504950495,67.78706199460916
31NFH_15,0.0,0.0,77.81693363844394,69.99130434782609,0.0,90.17210261353898,39.26009389671361,76.21426152398871
31NFH_16,0.0,0.0,54.401315789473685,0.0,46.224489795918366,92.58012740131414,58.182405413718854,72.7664792818932
31NFH_17,0.0,84.69509981851179,55.431792559188274,41.0,37.0,82.28371540563012,64.18674899866488,66.05219278209228
31NFH_18,0.0,0.0,63.26698450536353,0.0,0.0,81.44231665889562,66.50200267022697,78.7977270671932
31NFH_19,0.0,90.36458333333333,58.992592592592594,0.0,0.0,95.35774902391017,44.37128712871287,64.83668639053255
31NFH_20,0.0,0.0,0.0,0.0,0.0,85.48903333575423,62.43532818532819,70.72060696095076
31NFH_21,0.0,0.0,0.0,0.0,0.0,94.20315752949341,100.0,71.32379164711404
31NFH_22,0.0,0.0,53.37248322147651,0.0,39.0,82.8415888886993,65.01672240802675,56.59825949367089
31NFH_23,0.0,0.0,74.17939393939393,0.0,0.0,98.4842356529523,59.92888888888889,71.95673076923077
31NFH_24,0.0,0.0,63.62162162162162,0.0,0.0,91.63227475888026,65.67820069204153,72.02145328719723
31NFH_25,0.0,76.1638418079096,58.39695268644748,0.0,57.333333333333336,87.66609712953284,58.48677248677249,72.90826432862478
31NFH_26,0.0,0.0,34.0,0.0,0.0,89.84117721478951,66.05821474773609,66.91277890466532
31NFH_27,0.0,0.0,73.94174757281553,0.0,0.0,96.52463303120237,74.75,67.8361751922434
31NFH_28,0.0,0.0,76.58071649712517,35.0,36.0,97.5119712411001,53.023809523809526,65.3529411764706
31NFH_29,0.0,0.0,74.08878504672897,0.0,0.0,91.18517543397749,61.90643274853801,62.30899975544143
31PGR_00,0.0,91.4465008675535,60.6,89.05738283295017,0.0,68.41197391819799,0.0,59.31693142192948
31PGR_01,0.0,0.0,93.31885424383236,51.319234642497484,0.0,64.91968269707486,76.88792555343622,58.03982300884956
31PGR_02,0.0,0.0,0.0,96.39781454405541,0.0,35.0,0.0,49.13644524236984
31PGR_03,0.0,0.0,81.48104956268222,61.45614035087719,0.0,36.0,97.7830947213939,0.0
31PGR_04,0.0,0.0,65.61393805309734,0.0,0.0,44.888888888888886,96.09699333054795,0.0
31PGR_05,0.0,0.0,62.623456790123456,68.80864846532135,0.0,39.83168316831683,55.65948010747467,59.80579946906269
31PGR_06,0.0,0.0,71.0,91.9026691282308,0.0,64.25641025641026,0.0,69.15439739413681
31PGR_07,0.0,0.0,68.13207547169812,89.78421935504099,0.0,36.28260869565217,0.0,59.55860349127182
31PGR_08,0.0,0.0,39.94736842105263,73.08427304164788,0.0,57.86795749017324,48.11587982832618,65.96327260147602
31PGR_09,0.0,0.0,56.63106796116505,68.29764338749597,0.0,55.00099364069953,46.75386493083808,67.94547524951437
31PGR_10,0.0,0.0,51.29037520391517,71.92113929684024,0.0,41.71844660194175,47.485959153902265,61.421871757626064
31PGR_11,0.0,0.0,56.25205930807249,77.16102657785105,0.0,38.0,68.52073303307967,58.873493975903614
31PGR_12,0.0,0.0,39.0,90.17993758646206,0.0,57.81927710843374,0.0,63.80295735900963
31PGR_13,0.0,0.0,76.7023653088042,77.27882350724474,0.0,39.71641791044776,56.48937360178971,64.70416552480131
31PGR_14,0.0,0.0,65.64734299516908,78.0627327650418,0.0,40.627946127946124,70.20933359699427,70.61808020542256
31PGR_15,60.0,0.0,68.04016165698408,64.59130127298444,0.0,63.27383294580576,70.44134459240013,69.31968041142437
31PGR_16,38.223880597014926,0.0,65.93506493506493,78.47181453986215,0.0,47.9708904109589,55.59643817204301,51.947589900535576
31PGR_17,0.0,36.0,49.30330882352941,66.31848249987658,0.0,44.41948975324132,63.50949017876848,54.43178145440554
31PGR_18,66.0,0.0,51.0,74.07166062558733,0.0,52.90589887640449,54.00635313531353,69.61530466415486
31PGR_19,45.36752136752137,0.0,62.78199052132702,63.905352480417754,0.0,60.37684210526316,87.36179146256123,64.5102063456845
31PGR_20,51.285714285714285,0.0,87.04537953795379,79.85776326824009,0.0,50.17285945072698,62.22183758834559,58.07905853952927
31PGR_21,36.0,0.0,43.373493975903614,51.303628998925355,0.0,35.0,69.22843280942033,64.93595696071928
31PGR_22,41.142857142857146,0.0,50.11538461538461,63.565457875457874,0.0,53.707007837713235,60.26018468223791,62.177723387155694
31PGR_23,38.0,0.0,64.84052430365921,67.03296382730456,0.0,38.5944170771757,52.0389063634164,63.655581472842385
31PGR_24,42.0,0.0,0.0,86.54954970409126,0.0,62.24867724867725,43.605286343612335,54.46276965901183
31PGR_25,36.0,39.0,37.77777777777778,83.16603366033661,0.0,56.69178947368421,44.019226614819615,54.1712049012934
31PGR_26,68.31313131313131,0.0,66.73469387755102,71.11701567499696,0.0,46.75303713988198,69.0,73.45520678199107
31PGR_27,35.0,0.0,60.666666666666664,86.01538738234647,0.0,65.19699342311306,62.55002008838891,68.50737037418823
31PGR_28,35.36363636363637,49.471830985915496,75.9239555154794,63.63182089342738,0.0,55.886292060334824,57.53373042430732,50.76365537768482
31PGR_29,42.575471698113205,0.0,74.46246390760346,72.87116580866581,0.0,42.225152129817445,51.99852052767846,63.96039119804401
31PGS_00,56.93076923076923,86.40902270681204,71.69912845774915,77.2863330445792,0.0,71.88118811881188,79.79935556910215,62.484944532488115
31PGS_01,38.0,0.0,96.95872160064823,66.6830985915493,0.0,42.93782383419689,86.86021505376344,41.26474622770919
31PGS_02,0.0,0.0,0.0,87.63726043725103,0.0,0.0,0.0,69.10259301014656
31PGS_03,0.0,0.0,52.12052700065062,69.27003228646903,0.0,41.37031900138696,69.26536483305728,52.23939036712698
31PGS_04,0.0,0.0,49.514619883040936,78.60098426471541,0.0,54.85639229422067,92.04814318762936,67.85271903323263
31PGS_05,38.75,35.0,43.25847457627118,74.18887276245766,0.0,52.07555555555555,55.14039767216295,77.46175389462628
31PGS_06,0.0,0.0,36.0,83.57552853012905,0.0,77.37922506183017,0.0,66.79334719334719
31PGS_07,0.0,0.0,57.61363636363637,87.44701361513235,0.0,50.24,0.0,58.84975024975025
31PGS_08,0.0,0.0,60.16679245283019,70.42806685044796,0.0,51.063431247339295,60.62478485370052,70.77493155512184
31PGS_09,36.385714285714286,0.0,42.91977611940298,63.42241543592187,0.0,70.82732447817837,57.757150745444505,58.75071439314183
31PGS_10,61.61538461538461,0.0,85.0715141638307,75.42847227892545,0.0,48.06064408197407,59.62585780949767,60.56993040327963
31PGS_11,0.0,0.0,0.0,94.61102146819725,0.0,38.0,0.0,73.50652173913043
31PGS_12,0.0,0.0,0.0,89.31702962137744,0.0,36.0,0.0,0.0
