level_0,Region,Subregion,Country
17TPL_13,Americas,Northern America,Canada
17TPL_13,Americas,Northern America,United States
16PGV_15,Americas,Central America,Honduras
16PGV_15,Americas,Central America,Nicaragua
13SBS_18,Americas,Northern America,United States
11ULB_21,Americas,Northern America,Canada
14QMJ_02,Americas,Central America,Mexico
14ULE_24,Americas,Northern America,Canada
12SYE_07,Americas,Northern America,United States
18TXP_07,Americas,Northern America,Canada
18TXP_07,Americas,Northern America,United States
17SMU_11,Americas,Northern America,United States
14QKH_12,Americas,Central America,Mexico
14SND_06,Americas,Northern America,United States
11SPU_08,Americas,Northern America,United States
12TVR_11,Americas,Northern America,Canada
12TVR_11,Americas,Northern America,United States
15TYJ_13,Americas,Northern America,Canada
15TYJ_13,Americas,Northern America,United States
14SPB_01,Americas,Northern America,United States
13SFR_10,Americas,Central America,Mexico
13SFR_10,Americas,Northern America,United States
14TNS_08,Americas,Northern America,Canada
14TNS_08,Americas,Northern America,United States
14SND_01,Americas,Northern America,United States
17SMU_16,Americas,Northern America,United States
14QKH_15,Americas,Central America,Mexico
18TXP_00,Americas,Northern America,Canada
18TXP_00,Americas,Northern America,United States
12SYE_00,Americas,Northern America,United States
12TVR_29,Americas,Northern America,Canada
12TVR_29,Americas,Northern America,United States
14ULE_23,Americas,Northern America,Canada
11ULB_26,Americas,Northern America,Canada
14QMJ_05,Americas,Central America,Mexico
13SFR_28,Americas,Central America,Mexico
13SFR_28,Americas,Northern America,United States
17SMU_29,Americas,Northern America,United States
14SPB_06,Americas,Northern America,United States
13SFR_17,Americas,Central America,Mexico
13SFR_17,Americas,Northern America,United States
11ULB_19,Americas,Northern America,Canada
12TVR_16,Americas,Northern America,Canada
12TVR_16,Americas,Northern America,United States
15TYJ_14,Americas,Northern America,Canada
15TYJ_14,Americas,Northern America,United States
14QKH_23,Americas,Central America,Mexico
17SMU_20,Americas,Northern America,United States
14TNS_06,Americas,Northern America,Canada
14TNS_06,Americas,Northern America,United States
11ULB_10,Americas,Northern America,Canada
15UYP_02,Americas,Northern America,Canada
15UYP_02,Americas,Northern America,United States
14ULE_15,Americas,Northern America,Canada
14SND_08,Americas,Northern America,United States
11SPU_06,Americas,Northern America,United States
18TXP_09,Americas,Northern America,Canada
18TXP_09,Americas,Northern America,United States
12TVR_20,Americas,Northern America,Canada
12TVR_20,Americas,Northern America,United States
15TYJ_22,Americas,Northern America,Canada
15TYJ_22,Americas,Northern America,United States
12SYE_09,Americas,Northern America,United States
13SFR_21,Americas,Central America,Mexico
13SFR_21,Americas,Northern America,United States
12TVR_18,Americas,Northern America,Canada
12TVR_18,Americas,Northern America,United States
14ULE_12,Americas,Northern America,Canada
15UYP_05,Americas,Northern America,Canada
15UYP_05,Americas,Northern America,United States
14SPB_08,Americas,Central America,Mexico
14SPB_08,Americas,Northern America,United States
13SFR_19,Americas,Central America,Mexico
13SFR_19,Americas,Northern America,United States
11ULB_17,Americas,Northern America,Canada
14TNS_01,Americas,Northern America,Canada
14TNS_01,Americas,Northern America,United States
14QKH_24,Americas,Central America,Mexico
17SMU_27,Americas,Northern America,United States
11ULB_28,Americas,Northern America,Canada
13SFR_26,Americas,Central America,Mexico
13SFR_26,Americas,Northern America,United States
12TVR_27,Americas,Northern America,Canada
12TVR_27,Americas,Northern America,United States
15TYJ_25,Americas,Northern America,Canada
15TYJ_25,Americas,Northern America,United States
17SMU_18,Americas,Northern America,United States
11SPU_01,Americas,Northern America,United States
15UWS_05,Americas,Northern America,Canada
13SBS_26,Americas,Northern America,United States
15SVR_10,Americas,Central America,Mexico
15SVR_10,Americas,Northern America,United States
10UCC_13,Americas,Northern America,Canada
13SBS_19,Americas,Northern America,United States
16PGV_14,Americas,Central America,Honduras
16PGV_14,Americas,Central America,Nicaragua
19TDK_15,Americas,Northern America,Canada
19TDK_15,Americas,Northern America,United States
11UMQ_03,Americas,Northern America,Canada
11UMQ_03,Americas,Northern America,United States
17TPL_12,Americas,Northern America,Canada
17TPL_12,Americas,Northern America,United States
10UCC_14,Americas,Northern America,Canada
13SBS_21,Americas,Northern America,United States
15SVR_17,Americas,Central America,Mexico
15SVR_17,Americas,Northern America,United States
15UWS_02,Americas,Northern America,Canada
17TPL_15,Americas,Northern America,Canada
17TPL_15,Americas,Northern America,United States
11UMQ_04,Americas,Northern America,Canada
19TDK_12,Americas,Northern America,Canada
19TDK_12,Americas,Northern America,United States
16PGV_13,Americas,Central America,Honduras
16PGV_13,Americas,Central America,Nicaragua
15SVR_28,Americas,Central America,Mexico
15SVR_28,Americas,Northern America,United States
10UCC_22,Americas,Northern America,Canada
15SVR_21,Americas,Central America,Mexico
15SVR_21,Americas,Northern America,United States
13SBS_17,Americas,Northern America,United States
19TDK_24,Americas,Northern America,Canada
19TDK_24,Americas,Northern America,United States
17TPL_23,Americas,Northern America,Canada
17TPL_23,Americas,Northern America,United States
12VXH_01,Americas,Northern America,Canada
16PGV_25,Americas,Central America,Nicaragua
13QEC_03,Americas,Central America,Mexico
13SBS_28,Americas,Central America,Mexico
13SBS_28,Americas,Northern America,United States
15SVR_26,Americas,Central America,Mexico
15SVR_26,Americas,Northern America,United States
13SBS_10,Americas,Central America,Mexico
13SBS_10,Americas,Northern America,United States
10UCC_25,Americas,Northern America,Canada
15SVR_19,Americas,Central America,Mexico
15SVR_19,Americas,Northern America,United States
16PGV_22,Americas,Central America,Honduras
16PGV_22,Americas,Central America,Nicaragua
13QEC_04,Americas,Central America,Mexico
17TPL_24,Americas,Northern America,Canada
17TPL_24,Americas,Northern America,United States
12VXH_06,Americas,Northern America,Canada
19TDK_23,Americas,Northern America,Canada
19TDK_23,Americas,Northern America,United States
18STF_19,Americas,Northern America,United States
11SKD_14,Americas,Northern America,United States
10SGJ_04,Americas,Northern America,United States
19VEC_07,Americas,Northern America,Canada
18UYD_04,Americas,Northern America,Canada
14VNL_08,Americas,Northern America,Canada
14SNA_09,Americas,Central America,Mexico
14SNA_09,Americas,Northern America,United States
13REM_08,Americas,Central America,Mexico
13REM_08,Americas,Northern America,United States
18STF_26,Americas,Northern America,United States
12UWF_12,Americas,Northern America,Canada
18UUC_03,Americas,Northern America,Canada
12TUT_09,Americas,Northern America,Canada
12TUT_09,Americas,Northern America,United States
14VPJ_08,Americas,Northern America,Canada
18UYD_03,Americas,Northern America,Canada
19VEC_00,Americas,Northern America,Canada
10SGJ_03,Americas,Northern America,United States
11SKD_13,Americas,Northern America,United States
18UUC_04,Americas,Northern America,Canada
12UWF_15,Americas,Northern America,Canada
18STF_21,Americas,Northern America,United States
13QDF_05,Americas,Central America,Mexico
13REM_06,Americas,Central America,Mexico
13REM_06,Americas,Northern America,United States
11SKD_25,Americas,Northern America,United States
13QGB_02,Americas,Central America,Mexico
18STF_28,Americas,Northern America,United States
14SNA_07,Americas,Central America,Mexico
14SNA_07,Americas,Northern America,United States
14VNL_06,Americas,Northern America,Canada
12TUT_00,Americas,Northern America,Canada
12TUT_00,Americas,Northern America,United States
14VPJ_01,Americas,Northern America,Canada
12UWF_23,Americas,Northern America,Canada
19VEC_09,Americas,Northern America,Canada
18STF_17,Americas,Northern America,United States
14SNA_00,Americas,Central America,Mexico
14SNA_00,Americas,Northern America,United States
14VNL_01,Americas,Northern America,Canada
11SKD_22,Americas,Northern America,United States
13QGB_05,Americas,Central America,Mexico
13QDF_02,Americas,Central America,Mexico
13REM_01,Americas,Central America,Mexico
13REM_01,Americas,Northern America,United States
18STF_10,Americas,Northern America,United States
12UWF_24,Americas,Northern America,Canada
14VPJ_06,Americas,Northern America,Canada
12TUT_07,Americas,Northern America,Canada
12TUT_07,Americas,Northern America,United States
14QNG_07,Americas,Central America,Mexico
15UWU_12,Americas,Northern America,Canada
16TGS_21,Americas,Northern America,Canada
16TGS_21,Americas,Northern America,United States
11TNM_03,Americas,Northern America,Canada
11TNM_03,Americas,Northern America,United States
12TYL_10,Americas,Northern America,United States
14TKL_11,Americas,Northern America,United States
16SBE_10,Americas,Northern America,United States
18TWN_06,Americas,Northern America,Canada
18TWN_06,Americas,Northern America,United States
21UVU_21,Americas,Northern America,Canada
15UWB_09,Americas,Northern America,Canada
18STJ_14,Americas,Northern America,United States
12TYL_17,Americas,Northern America,United States
14TKL_16,Americas,Northern America,United States
16TCM_09,Americas,Northern America,Canada
16TCM_09,Americas,Northern America,United States
16SBE_17,Americas,Northern America,United States
11TNM_04,Americas,Northern America,Canada
11TNM_04,Americas,Northern America,United States
17SLS_08,Americas,Northern America,United States
15UWU_15,Americas,Northern America,Canada
16TGS_26,Americas,Northern America,Canada
16TGS_26,Americas,Northern America,United States
14QNG_00,Americas,Central America,Mexico
21UVU_19,Americas,Northern America,Canada
18STJ_13,Americas,Northern America,United States
14TKL_29,Americas,Northern America,United States
16SBE_28,Americas,Northern America,United States
12TYL_28,Americas,Northern America,United States
21UVU_26,Americas,Northern America,Canada
16TGS_19,Americas,Northern America,Canada
16TGS_19,Americas,Northern America,United States
18TWN_01,Americas,Northern America,Canada
18TWN_01,Americas,Northern America,United States
12VWJ_08,Americas,Northern America,Canada
14TKL_20,Americas,Northern America,United States
16SBE_21,Americas,Northern America,United States
12TYL_21,Americas,Northern America,United States
15UWB_07,Americas,Northern America,Canada
18TWN_08,Americas,Northern America,Canada
18TWN_08,Americas,Northern America,United States
12VWJ_01,Americas,Northern America,Canada
16TGS_10,Americas,Northern America,Canada
16TGS_10,Americas,Northern America,United States
15UWU_23,Americas,Northern America,Canada
18STJ_25,Americas,Northern America,United States
17SLS_01,Americas,Northern America,United States
14QNG_09,Americas,Central America,Mexico
21UVU_10,Americas,Northern America,Canada
16TGS_17,Americas,Northern America,Canada
16TGS_17,Americas,Northern America,United States
15UWU_24,Americas,Northern America,Canada
12VWJ_06,Americas,Northern America,Canada
21UVU_28,Americas,Northern America,Canada
15UWB_00,Americas,Northern America,Canada
14TKL_27,Americas,Northern America,United States
16SBE_26,Americas,Northern America,United States
12TYL_26,Americas,Northern America,United States
21UVU_17,Americas,Northern America,Canada
17SLS_06,Americas,Northern America,United States
16TGS_28,Americas,Northern America,Canada
16TGS_28,Americas,Northern America,United States
12TYL_19,Americas,Northern America,United States
14TKL_18,Americas,Northern America,United States
16TCM_07,Americas,Northern America,Canada
16TCM_07,Americas,Northern America,United States
16SBE_19,Americas,Northern America,United States
18STJ_22,Americas,Northern America,United States
14SNA_01,Americas,Central America,Mexico
14SNA_01,Americas,Northern America,United States
14VNL_00,Americas,Northern America,Canada
13REM_00,Americas,Central America,Mexico
13REM_00,Americas,Northern America,United States
13QDF_03,Americas,Central America,Mexico
11SKD_23,Americas,Northern America,United States
13QGB_04,Americas,Central America,Mexico
14VPJ_07,Americas,Northern America,Canada
12UWF_25,Americas,Northern America,Canada
12TUT_06,Americas,Northern America,Canada
12TUT_06,Americas,Northern America,United States
18STF_11,Americas,Northern America,United States
11SKD_24,Americas,Northern America,United States
18STF_29,Americas,Northern America,United States
13QGB_03,Americas,Central America,Mexico
13REM_07,Americas,Central America,Mexico
13REM_07,Americas,Northern America,United States
13QDF_04,Americas,Central America,Mexico
14SNA_06,Americas,Central America,Mexico
14SNA_06,Americas,Northern America,United States
14VNL_07,Americas,Northern America,Canada
19VEC_08,Americas,Northern America,Canada
18STF_16,Americas,Northern America,United States
12TUT_01,Americas,Northern America,Canada
12TUT_01,Americas,Northern America,United States
12UWF_22,Americas,Northern America,Canada
14VPJ_00,Americas,Northern America,Canada
19VEC_01,Americas,Northern America,Canada
18UYD_02,Americas,Northern America,Canada
11SKD_12,Americas,Northern America,United States
10SGJ_02,Americas,Northern America,United States
12TUT_08,Americas,Northern America,Canada
12TUT_08,Americas,Northern America,United States
14VPJ_09,Americas,Northern America,Canada
18STF_20,Americas,Northern America,United States
12UWF_14,Americas,Northern America,Canada
18UUC_05,Americas,Northern America,Canada
10SGJ_05,Americas,Northern America,United States
18STF_18,Americas,Northern America,United States
11SKD_15,Americas,Northern America,United States
18UYD_05,Americas,Northern America,Canada
19VEC_06,Americas,Northern America,Canada
18UUC_02,Americas,Northern America,Canada
12UWF_13,Americas,Northern America,Canada
14VNL_09,Americas,Northern America,Canada
14SNA_08,Americas,Central America,Mexico
14SNA_08,Americas,Northern America,United States
18STF_27,Americas,Northern America,United States
13REM_09,Americas,Central America,Mexico
13REM_09,Americas,Northern America,United States
15UWB_01,Americas,Northern America,Canada
16SBE_27,Americas,Northern America,United States
14TKL_26,Americas,Northern America,United States
12TYL_27,Americas,Northern America,United States
12VWJ_07,Americas,Northern America,Canada
16TGS_16,Americas,Northern America,Canada
16TGS_16,Americas,Northern America,United States
15UWU_25,Americas,Northern America,Canada
21UVU_29,Americas,Northern America,Canada
18STJ_23,Americas,Northern America,United States
12TYL_18,Americas,Northern America,United States
16SBE_18,Americas,Northern America,United States
14TKL_19,Americas,Northern America,United States
16TCM_06,Americas,Northern America,Canada
16TCM_06,Americas,Northern America,United States
21UVU_16,Americas,Northern America,Canada
17SLS_07,Americas,Northern America,United States
16TGS_29,Americas,Northern America,Canada
16TGS_29,Americas,Northern America,United States
16TGS_11,Americas,Northern America,Canada
16TGS_11,Americas,Northern America,United States
15UWU_22,Americas,Northern America,Canada
12VWJ_00,Americas,Northern America,Canada
18TWN_09,Americas,Northern America,Canada
18TWN_09,Americas,Northern America,United States
16SBE_20,Americas,Northern America,United States
14TKL_21,Americas,Northern America,United States
12TYL_20,Americas,Northern America,United States
15UWB_06,Americas,Northern America,Canada
17SLS_00,Americas,Northern America,United States
14QNG_08,Americas,Central America,Mexico
21UVU_11,Americas,Northern America,Canada
18STJ_24,Americas,Northern America,United States
15UWU_14,Americas,Northern America,Canada
17SLS_09,Americas,Northern America,United States
16TGS_27,Americas,Northern America,Canada
16TGS_27,Americas,Northern America,United States
11TNM_05,Americas,Northern America,Canada
11TNM_05,Americas,Northern America,United States
14QNG_01,Americas,Central America,Mexico
21UVU_18,Americas,Northern America,Canada
12TYL_16,Americas,Northern America,United States
16SBE_16,Americas,Northern America,United States
14TKL_17,Americas,Northern America,United States
21UVU_27,Americas,Northern America,Canada
12VWJ_09,Americas,Northern America,Canada
18TWN_00,Americas,Northern America,Canada
18TWN_00,Americas,Northern America,United States
16TGS_18,Americas,Northern America,Canada
16TGS_18,Americas,Northern America,United States
16SBE_29,Americas,Northern America,United States
14TKL_28,Americas,Northern America,United States
12TYL_29,Americas,Northern America,United States
18STJ_12,Americas,Northern America,United States
12TYL_11,Americas,Northern America,United States
16SBE_11,Americas,Northern America,United States
14TKL_10,Americas,Northern America,United States
14QNG_06,Americas,Central America,Mexico
11TNM_02,Americas,Northern America,Canada
11TNM_02,Americas,Northern America,United States
15UWU_13,Americas,Northern America,Canada
16TGS_20,Americas,Northern America,Canada
16TGS_20,Americas,Northern America,United States
15UWB_08,Americas,Northern America,Canada
18STJ_15,Americas,Northern America,United States
18TWN_07,Americas,Northern America,Canada
18TWN_07,Americas,Northern America,United States
21UVU_20,Americas,Northern America,Canada
16TCM_12,Americas,Northern America,Canada
16TCM_12,Americas,Northern America,United States
21UVU_02,Americas,Northern America,Canada
18TWN_25,Americas,Northern America,Canada
18TWN_25,Americas,Northern America,United States
17SLS_13,Americas,Northern America,United States
15UWB_15,Americas,Northern America,Canada
18STJ_08,Americas,Northern America,United States
16TGS_02,Americas,Northern America,Canada
16TGS_02,Americas,Northern America,United States
12VWJ_13,Americas,Northern America,Canada
11TNM_20,Americas,Northern America,Canada
11TNM_20,Americas,Northern America,United States
14QNG_24,Americas,Central America,Mexico
15UWU_09,Americas,Northern America,Canada
17SLS_14,Americas,Northern America,United States
11TNM_18,Americas,Northern America,Canada
11TNM_18,Americas,Northern America,United States
18TWN_22,Americas,Northern America,Canada
18TWN_22,Americas,Northern America,United States
21UVU_05,Americas,Northern America,Canada
14QNG_23,Americas,Central America,Mexico
12VWJ_14,Americas,Northern America,Canada
11TNM_27,Americas,Northern America,Canada
11TNM_27,Americas,Northern America,United States
16TGS_05,Americas,Northern America,Canada
16TGS_05,Americas,Northern America,United States
15UWB_12,Americas,Northern America,Canada
17SLS_22,Americas,Northern America,United States
18TWN_14,Americas,Northern America,Canada
18TWN_14,Americas,Northern America,United States
18STJ_06,Americas,Northern America,United States
16TCM_23,Americas,Northern America,Canada
16TCM_23,Americas,Northern America,United States
11TNM_11,Americas,Northern America,Canada
11TNM_11,Americas,Northern America,United States
12VWJ_22,Americas,Northern America,Canada
15UWU_00,Americas,Northern America,Canada
14QNG_15,Americas,Central America,Mexico
15UWB_24,Americas,Northern America,Canada
16SBE_02,Americas,Northern America,United States
14TKL_03,Americas,Northern America,United States
12TYL_02,Americas,Northern America,United States
18STJ_01,Americas,Northern America,United States
18TWN_13,Americas,Northern America,Canada
18TWN_13,Americas,Northern America,United States
11TNM_29,Americas,Northern America,Canada
11TNM_29,Americas,Northern America,United States
17SLS_25,Americas,Northern America,United States
16SBE_05,Americas,Northern America,United States
14TKL_04,Americas,Northern America,United States
12TYL_05,Americas,Northern America,United States
15UWB_23,Americas,Northern America,Canada
14QNG_12,Americas,Central America,Mexico
15UWU_07,Americas,Northern America,Canada
11TNM_16,Americas,Northern America,Canada
11TNM_16,Americas,Northern America,United States
12VWJ_25,Americas,Northern America,Canada
14VPJ_13,Americas,Northern America,Canada
18UUC_20,Americas,Northern America,Canada
12TUT_12,Americas,Northern America,Canada
12TUT_12,Americas,Northern America,United States
13QDF_28,Americas,Central America,Mexico
10SGJ_18,Americas,Northern America,United States
11SKD_08,Americas,Northern America,United States
18STF_05,Americas,Northern America,United States
18UYD_18,Americas,Northern America,Canada
19VEC_24,Americas,Northern America,Canada
14SNA_15,Americas,Central America,Mexico
14SNA_15,Americas,Northern America,United States
14VNL_14,Americas,Northern America,Canada
18UYD_27,Americas,Northern America,Canada
13QGB_10,Americas,Central America,Mexico
10SGJ_27,Americas,Northern America,United States
13REM_14,Americas,Central America,Mexico
13REM_14,Americas,Northern America,United States
13QDF_17,Americas,Central America,Mexico
18STF_02,Americas,Northern America,United States
13QGB_28,Americas,Central America,Mexico
12TUT_15,Americas,Northern America,Canada
12TUT_15,Americas,Northern America,United States
14VPJ_14,Americas,Northern America,Canada
18UUC_27,Americas,Northern America,Canada
10SGJ_20,Americas,Northern America,United States
13REM_13,Americas,Central America,Mexico
13REM_13,Americas,Northern America,United States
13QDF_10,Americas,Central America,Mexico
13QGB_17,Americas,Central America,Mexico
14SNA_12,Americas,Central America,Mexico
14SNA_12,Americas,Northern America,United States
14VNL_13,Americas,Northern America,Canada
18UYD_20,Americas,Northern America,Canada
19VEC_23,Americas,Northern America,Canada
12UWF_09,Americas,Northern America,Canada
18UUC_18,Americas,Northern America,Canada
10SGJ_29,Americas,Northern America,United States
13QDF_19,Americas,Central America,Mexico
18UYD_29,Americas,Northern America,Canada
18UUC_11,Americas,Northern America,Canada
14VPJ_22,Americas,Northern America,Canada
12UWF_00,Americas,Northern America,Canada
12TUT_23,Americas,Northern America,Canada
12TUT_23,Americas,Northern America,United States
14VNL_25,Americas,Northern America,Canada
14SNA_24,Americas,Central America,Mexico
14SNA_24,Americas,Northern America,United States
18UYD_16,Americas,Northern America,Canada
19VEC_15,Americas,Northern America,Canada
13REM_25,Americas,Central America,Mexico
13REM_25,Americas,Northern America,United States
13QDF_26,Americas,Central America,Mexico
10SGJ_16,Americas,Northern America,United States
11SKD_06,Americas,Northern America,United States
13QGB_21,Americas,Central America,Mexico
12TUT_24,Americas,Northern America,Canada
12TUT_24,Americas,Northern America,United States
12UWF_07,Americas,Northern America,Canada
18UUC_16,Americas,Northern America,Canada
14VPJ_25,Americas,Northern America,Canada
13QGB_19,Americas,Central America,Mexico
18UUC_29,Americas,Northern America,Canada
11SKD_01,Americas,Northern America,United States
13QGB_26,Americas,Central America,Mexico
13REM_22,Americas,Central America,Mexico
13REM_22,Americas,Northern America,United States
13QDF_21,Americas,Central America,Mexico
10SGJ_11,Americas,Northern America,United States
19VEC_12,Americas,Northern America,Canada
14VNL_22,Americas,Northern America,Canada
14SNA_23,Americas,Central America,Mexico
14SNA_23,Americas,Northern America,United States
18UYD_11,Americas,Northern America,Canada
17SLS_24,Americas,Northern America,United States
18TWN_12,Americas,Northern America,Canada
18TWN_12,Americas,Northern America,United States
11TNM_28,Americas,Northern America,Canada
11TNM_28,Americas,Northern America,United States
18STJ_00,Americas,Northern America,United States
16TCM_25,Americas,Northern America,Canada
16TCM_25,Americas,Northern America,United States
14QNG_13,Americas,Central America,Mexico
11TNM_17,Americas,Northern America,Canada
11TNM_17,Americas,Northern America,United States
12VWJ_24,Americas,Northern America,Canada
15UWU_06,Americas,Northern America,Canada
14TKL_05,Americas,Northern America,United States
16SBE_04,Americas,Northern America,United States
12TYL_04,Americas,Northern America,United States
15UWB_22,Americas,Northern America,Canada
18STJ_07,Americas,Northern America,United States
18TWN_15,Americas,Northern America,Canada
18TWN_15,Americas,Northern America,United States
17SLS_23,Americas,Northern America,United States
15UWB_25,Americas,Northern America,Canada
14TKL_02,Americas,Northern America,United States
16SBE_03,Americas,Northern America,United States
12TYL_03,Americas,Northern America,United States
15UWU_01,Americas,Northern America,Canada
11TNM_10,Americas,Northern America,Canada
11TNM_10,Americas,Northern America,United States
12VWJ_23,Americas,Northern America,Canada
14QNG_14,Americas,Central America,Mexico
11TNM_19,Americas,Northern America,Canada
11TNM_19,Americas,Northern America,United States
18TWN_23,Americas,Northern America,Canada
18TWN_23,Americas,Northern America,United States
17SLS_15,Americas,Northern America,United States
15UWU_08,Americas,Northern America,Canada
21UVU_04,Americas,Northern America,Canada
15UWB_13,Americas,Northern America,Canada
14QNG_22,Americas,Central America,Mexico
16TGS_04,Americas,Northern America,Canada
16TGS_04,Americas,Northern America,United States
12VWJ_15,Americas,Northern America,Canada
11TNM_26,Americas,Northern America,Canada
11TNM_26,Americas,Northern America,United States
21UVU_03,Americas,Northern America,Canada
17SLS_12,Americas,Northern America,United States
18TWN_24,Americas,Northern America,Canada
18TWN_24,Americas,Northern America,United States
16TCM_13,Americas,Northern America,Canada
16TCM_13,Americas,Northern America,United States
12VWJ_12,Americas,Northern America,Canada
11TNM_21,Americas,Northern America,Canada
11TNM_21,Americas,Northern America,United States
16TGS_03,Americas,Northern America,Canada
16TGS_03,Americas,Northern America,United States
14QNG_25,Americas,Central America,Mexico
15UWB_14,Americas,Northern America,Canada
18STJ_09,Americas,Northern America,United States
13QGB_18,Americas,Central America,Mexico
12TUT_25,Americas,Northern America,Canada
12TUT_25,Americas,Northern America,United States
18UUC_17,Americas,Northern America,Canada
14VPJ_24,Americas,Northern America,Canada
