identifier,test,JS_div,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
51KWR_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_21,False,0.7030716424321144,0,0,0,0,0,59,0,65477
51JXK_06,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_17,False,0.7019683269676812,0,0,0,0,0,104,0,65432
51KWR_10,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_17,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_10,False,0.7008867503633894,0,0,0,0,0,153,0,65383
52KDU_13,False,0.6767490801960538,0,0,0,2202,0,0,0,63334
54KYA_09,True,0.554053200799517,0,0,44249,7400,0,920,0,12967
54HYE_16,True,0.6048215269981004,0,0,0,0,0,40424,24400,712
59GNP_06,True,0.5296996366698294,83,5100,206,119,0,21968,36528,1532
54LWJ_28,False,0.6549536558140492,0,0,0,0,0,5973,0,59563
55JBF_12,False,0.6146575935469613,35,0,0,9403,0,1778,0,54320
55HEU_21,False,0.6984946224312776,4,0,72,0,0,65329,51,80
52JGL_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_06,False,0.6639027776448708,0,0,7,0,0,4077,0,61452
52KHU_03,True,0.5991254274775599,4,0,0,10213,0,51754,0,3565
56JMS_25,True,0.6098825662088981,0,0,0,0,0,29019,286,36231
59GLK_11,True,0.5640147037049928,2,2,78,0,0,17599,6910,40945
54LWJ_17,False,0.6243198343293368,0,0,0,0,0,46435,0,19101
54HYE_29,False,0.6444010001521011,0,0,14,0,0,650,59603,5269
55JBF_15,False,0.621661075408558,0,0,0,21630,0,0,0,43906
59GLK_29,True,0.5473819612471585,4,0,122,0,0,19484,34820,11106
54HYE_11,True,0.5745462271095109,13,0,987,0,11,2928,47686,13911
59GNP_01,True,0.4824640298097158,130,7694,26683,0,0,371,24635,6023
55HEU_19,False,0.633969911895893,0,7,16,0,0,55763,315,9435
52KDU_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_09,False,0.646259088619957,23,0,0,57487,0,0,0,8026
54LWJ_10,False,0.6270247072252297,0,0,0,0,0,48499,0,17037
52KHU_04,False,0.6694843999940409,0,0,1521,0,0,694,0,63321
56JMS_22,False,0.617841763455065,0,0,0,0,0,19152,238,46146
59GLK_16,False,0.6200353930293278,0,0,480,0,0,2106,58111,4839
59GLL_01,True,0.4717074031677943,264,8415,36816,0,1,2002,13643,4395
52JGL_24,False,0.7048784629954079,0,0,0,1,0,0,0,65535
55HEU_26,False,0.6995349876125018,4,0,11,0,0,65348,17,156
54LWJ_19,False,0.6173472565467825,0,0,0,0,0,36694,0,28842
54KUF_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
54HYE_27,False,0.6190833977227443,0,0,0,0,0,0,40526,25010
59GLL_08,False,0.6805841568118411,5,166,0,963,24,64294,0,84
55JBF_23,False,0.666993596592092,0,0,0,0,0,3602,0,61934
52KDU_22,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLK_20,True,0.5779652554630482,0,0,82,0,0,9457,48248,7749
56JMS_14,False,0.6927654085138596,0,0,0,0,0,578,25,64933
54HYE_18,False,0.7048324227854741,0,0,0,0,0,0,65534,2
59GNP_08,True,0.5866095416542229,2,2518,5,37,0,54413,6384,2177
54LWJ_26,False,0.6187459089375639,0,0,0,0,0,39951,0,25585
53JMG_05,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55HEU_10,False,0.6718854508965018,4,0,15,0,0,63179,152,2186
54KYA_07,True,0.5380422801172903,0,0,21882,22701,0,17,0,20936
52JGL_12,False,0.627910506879456,0,0,16438,0,0,0,0,49098
55HEU_28,False,0.6237096545108284,9,0,69,0,0,51714,246,13498
52KDU_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLK_18,False,0.6246282830482115,0,0,33,0,0,4193,58099,3211
55JBF_24,False,0.7033110049360998,0,0,0,0,0,50,0,65486
54KUF_07,False,0.672019591289529,4,0,0,0,0,2804,0,62728
54HYE_20,False,0.7027485321625861,0,13,0,0,0,2,65473,48
52JGL_15,False,0.631424654544908,0,0,14336,0,0,0,0,51200
54KYA_00,True,0.5603543301751404,0,453,3310,29261,0,201,0,32311
55HEU_17,False,0.7049320014357696,0,0,0,0,0,65536,0,0
54LWJ_21,False,0.6288823822835546,2,0,0,0,0,15747,0,49787
53JMG_02,False,0.6541922026797059,0,0,0,6153,0,0,0,59383
59GLK_27,False,0.6687582332524942,4,0,262,0,3,1261,63542,464
56JMS_13,False,0.6494559580284498,0,87,84,0,0,5833,16,59516
54KYA_22,True,0.6016146631343594,0,0,20,42587,0,0,1024,21905
59GLK_05,False,0.6842639169143658,0,0,21,0,0,1234,64266,15
52KHU_17,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_12,True,0.498355265049147,0,9133,34,213,550,14908,2994,37704
54LWJ_03,False,0.6885972351874795,6,0,0,0,0,949,0,64581
53JMG_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_08,False,0.6119367638678174,0,0,7260,55129,0,0,0,3147
52KDU_07,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54HYE_02,True,0.5525535391429082,0,0,437,0,0,32760,6041,26298
59GNP_12,True,0.5990754737119558,3,420,0,0,0,26013,378,38722
55JBF_06,False,0.6338326053887394,2,0,0,6974,0,920,0,57640
52KHU_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54LWJ_04,True,0.5417729348955923,9,21317,0,35,0,14687,0,29488
53JMG_27,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_15,False,0.6913964842918918,0,89,12,0,0,24,64950,461
59GLK_02,True,0.5164747824849816,111,0,0,15357,23444,11,1013,25600
52KHU_10,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KYA_25,False,0.6848976538552971,0,0,0,1307,0,0,0,64229
56JMS_09,True,0.609244091901511,1,203,498,0,0,56709,6248,1877
55JBF_01,False,0.7039976299795205,26,0,0,65510,0,0,0,0
54KUF_22,False,0.6426001601741168,11,0,333,119,0,6038,0,59035
54HYE_05,False,0.654800682791012,5,22,795,0,0,48,2772,61894
59GNP_15,False,0.6137549637473833,0,1780,0,0,0,58210,1569,3977
53JMG_18,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KDU_00,False,0.7048784629954079,1,65535,0,0,0,0,0,0
59GLL_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JBF_08,False,0.6449371609645485,2,0,0,6246,0,375,0,58913
52KHU_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
53JMG_11,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KYA_13,True,0.5991086888717466,8,0,52837,8011,0,1,0,4679
55HEU_04,False,0.704577318571226,0,0,1,0,0,0,65528,7
52JGL_06,True,0.579226396827164,0,0,3072,29696,0,0,0,32768
52KDU_09,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNP_23,True,0.4788958522288009,44,11865,360,139,0,5186,31800,16142
54KUF_14,True,0.5428934019216799,11,0,97,32943,0,18403,0,14082
52KHU_19,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_01,False,0.6878639792278141,2,0,64508,0,0,0,0,1026
55HEU_03,False,0.7049320014357696,0,0,0,0,0,65536,0,0
54KYA_14,True,0.505646958021712,67,0,19352,21416,0,1858,0,22843
53JMG_16,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KHU_21,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_07,False,0.7049320014357696,0,0,0,0,0,65536,0,0
59GLL_24,False,0.6160628609263302,17,0,0,0,0,31834,0,33685
53JMG_29,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNP_24,False,0.6268073491126265,10,438,15,0,0,55439,164,9470
54KUF_13,False,0.6219888536898868,29,0,0,0,0,20145,0,45362
51JXK_15,False,0.6891170645758486,0,0,0,0,0,928,0,64608
51JXK_12,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_03,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_04,False,0.700163568847581,5,0,0,0,0,177,0,65354
51JXK_24,False,0.7026139676780218,77,0,0,0,0,0,0,65459
51JXK_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_03,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_04,False,0.7049320014357696,0,0,0,0,0,0,0,65536
53JMG_17,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_25,True,0.603976595045251,0,330,272,0,79,50049,371,14435
56JMS_06,True,0.5807221533002247,26,197,264,0,0,50221,10884,3944
52KHU_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
54KYA_15,True,0.5873042568515857,0,0,50178,7167,0,0,0,8191
55HEU_02,True,0.5449396799447763,12,2786,298,0,0,2497,42328,17615
59GNP_25,False,0.6269790271722521,5,2,0,0,0,55557,863,9109
54KUF_12,False,0.6170443262182215,3,0,0,530,0,15779,0,49224
53JMG_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55HEU_05,False,0.7038334289416693,0,0,16,0,0,0,12,65508
54KYA_12,False,0.6360250947577015,2,0,54220,11264,0,0,0,50
52KDU_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_07,False,0.6167261517214336,20,0,150,0,0,21227,0,44139
56JMS_01,True,0.5744168658429093,508,920,45186,0,0,325,18013,584
52KHU_27,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_22,True,0.6003375291790791,106,0,27,0,2666,10544,0,52193
55JBF_09,False,0.6214740805790473,6,0,0,44018,0,0,0,21512
53JMG_10,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNP_22,False,0.647387151513239,33,0,75,62,0,61216,858,3292
54KUF_15,False,0.6719333343006045,22,0,0,0,0,2724,0,62790
52KHU_18,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KYA_24,False,0.7048324227854741,0,0,0,2,0,0,0,65534
54LWJ_05,False,0.6386063728082733,0,0,0,0,0,10985,0,54551
53JMG_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLK_03,False,0.6541722432980993,1,0,0,0,6144,0,0,59391
52KHU_11,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_14,True,0.562483966114356,3,24,1279,0,0,2184,34707,27339
52KDU_01,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JBF_00,True,0.5541627270999726,4,2693,0,15133,0,3043,0,44663
56JMS_08,True,0.563656560776821,0,63,70,0,0,4835,29871,30697
53JMG_19,False,0.6977228635245977,0,0,0,314,0,2,0,65220
54KUF_23,False,0.6660351952683295,0,0,0,0,0,3762,0,61774
59GNP_14,True,0.6097184980205811,0,0,0,0,0,55200,6108,4228
54HYE_04,False,0.7000286212014315,0,0,34,0,0,0,65364,138
59GLL_13,True,0.5128500479147816,11,891,12,210,18063,22015,0,24334
59GLK_04,False,0.7049320014357696,0,0,0,0,0,65536,0,0
52KHU_16,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54LWJ_02,False,0.6424142487582147,5,1,42,0,0,56548,0,8940
53JMG_21,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KYA_23,False,0.6200579749445728,0,0,0,41971,0,0,0,23565
54KUF_24,False,0.6334695897416006,137,0,0,11264,0,8,0,54127
59GNP_13,False,0.6827279802589745,0,6,0,0,0,64314,195,1021
54HYE_03,False,0.7049320014357696,0,0,0,0,0,65536,0,0
52KHU_29,False,0.6893941922488573,0,0,0,0,0,905,0,64631
55JBF_07,False,0.6133989223686264,5,0,0,23003,0,257,0,42271
52KDU_06,False,0.6355493301678744,0,0,0,12288,0,0,0,53248
52JGL_09,False,0.6683753623518938,14,0,900,1165,0,45,0,63412
51KWR_02,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_05,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_22,False,0.7040807975933988,14,0,7,0,0,0,0,65515
51JXK_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_02,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_05,False,0.7048324227854741,2,0,0,0,0,0,0,65534
51JXK_13,False,0.6685574810492921,8,0,37,0,0,3092,0,62399
51JXK_14,False,0.687989025367011,0,0,0,1024,0,0,0,64512
55JFN_05,False,0.7014508242930925,11,0,0,0,0,0,107,65418
55JFN_02,True,0.5706501993827661,39,0,0,18055,0,3964,337,43141
59GNM_24,False,0.6865515745370693,0,0,339,0,0,457,64703,37
59GNM_23,True,0.5402741713225055,114,1118,17,0,21423,2589,1024,39251
52KCU_09,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KCU_00,True,0.6066949171739119,0,695,0,22270,0,0,0,42571
59GNM_15,False,0.7049320014357696,0,65536,0,0,0,0,0,0
52KCU_07,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_12,True,0.5540056185478086,3,4992,2751,0,0,4781,51993,1016
55JFN_03,False,0.7049320014357696,0,0,0,0,0,65536,0,0
55JFN_04,False,0.6302747186172141,29,0,1408,0,0,141,58696,5262
52KCU_06,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_13,True,0.5579016594405957,52,6497,55,0,46191,787,0,11954
52KCU_01,False,0.6415313089898611,184,0,0,57161,0,0,0,8191
59GNM_14,False,0.6162322816899696,32,40,3033,0,0,2808,58719,904
59GNM_22,False,0.677263668485037,4,0,1017,0,0,369,64070,76
52KCU_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_25,False,0.6262436999041698,3,0,1,0,6046,413,1047,58026
55JFN_22,True,0.6048107673274964,1,4,0,0,0,31293,530,33708
55JFN_25,False,0.6979503166076787,31,0,38,0,0,65313,50,104
55JFN_13,False,0.6817209311726082,20,221,2,0,0,64477,187,629
55JFN_14,True,0.5160914588062162,111,7,2868,0,0,10814,13357,38379
52KCU_29,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_03,True,0.5651898893337766,545,0,0,5940,45535,0,0,13516
52KCU_16,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_04,False,0.7000486413100306,0,0,0,0,0,65351,8,177
52KCU_11,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KCU_18,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KCU_27,False,0.7048324227854741,2,0,0,0,0,0,0,65534
52KCU_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JFN_15,True,0.5819311418142071,2085,183,60,0,0,48123,458,14627
55JFN_12,False,0.6177813946677257,39,52,67,884,0,1971,3435,59088
55JFN_24,True,0.6032098393714875,5,685,488,0,0,1222,7287,55849
55JFN_23,False,0.6646000015163557,0,29,53,0,0,826,1545,63083
52KCU_21,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KCU_19,False,0.7048324227854741,2,0,0,0,0,0,0,65534
52KCU_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_05,False,0.6996317760550373,0,0,48,0,0,57,65370,61
52KCU_10,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KCU_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNM_02,False,0.6703709883639858,0,0,0,3072,0,0,0,62464
52KCU_17,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KDU_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_02,False,0.6733169672605396,7,0,0,0,0,62922,0,2607
54HYE_25,False,0.6296681191413337,1,3062,395,0,0,235,60133,1710
55JBF_21,False,0.6266738666460074,4,0,0,0,0,17138,0,48394
56JMS_29,False,0.6699866319096616,7,0,3,0,0,62820,111,2595
55HEU_12,True,0.5747081417646257,243,0,1524,0,0,4596,53026,6147
54KYA_05,True,0.5532202612803472,13,0,16354,37320,0,0,0,11849
52JGL_10,True,0.5483742224958095,0,0,20512,12288,0,0,0,32736
59GLK_22,True,0.5503528832993673,1,0,7,0,0,12016,18510,35002
56JMS_16,False,0.6718376641625209,0,63320,8,0,0,1984,52,172
54LWJ_24,False,0.6203328359221256,0,0,0,0,0,42335,0,23201
53JMG_07,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KHU_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JBF_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_05,False,0.6202250344346606,2,0,0,0,0,23195,0,42339
54HYE_22,True,0.6001164610160952,0,16,425,0,0,55120,4463,5512
52KDU_27,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_28,False,0.6888090911297131,0,0,928,0,0,7,0,64601
54LWJ_23,True,0.5459720312259769,16,33277,0,0,0,16975,0,15268
53JMG_00,False,0.6315718982658494,0,0,0,14256,0,0,0,51280
55JBF_19,True,0.6034033080504313,246,0,0,38540,0,326,0,26424
59GLK_25,True,0.5281589583075154,11,509,325,0,2,11942,34344,18403
56JMS_11,True,0.5887654291947625,2,285,695,0,0,46383,752,17419
52JGL_17,False,0.6679922359636925,0,0,3265,0,0,30,0,62241
52KDU_18,False,0.6466209881852999,0,0,0,8192,0,0,0,57344
54KYA_02,False,0.6532578966862982,0,0,267,60381,0,0,0,4888
55HEU_15,False,0.7036666711379166,0,0,0,0,0,65503,14,19
59GNP_04,False,0.6986838313942877,0,0,74,0,0,14,65323,125
54HYE_14,False,0.6581053714028288,0,53,2435,0,0,1,62241,806
53JMG_09,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_18,False,0.659490506668097,0,0,0,0,0,61994,2988,554
55JBF_10,False,0.650636585484254,21,0,0,6756,0,6,0,58753
52KDU_11,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_04,False,0.7004691613422924,2,36,2,0,82,65399,0,15
56JMS_27,False,0.7044404349545079,1,0,0,0,0,8,2,65525
52KHU_01,False,0.6333916165662591,0,0,52224,0,0,0,0,13312
59GLK_13,True,0.5494106818236177,0,3,176,0,0,9087,34471,21799
54LWJ_15,False,0.6785799056274503,0,0,0,0,0,1981,0,63555
55HEU_23,False,0.6936116567948131,0,0,36,0,0,65026,15,459
52JGL_21,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_19,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KDU_16,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JBF_17,False,0.6153228537768802,45,1,0,38490,0,24,0,26976
59GNP_03,False,0.7045936329222715,0,0,0,0,0,65528,0,8
54HYE_13,False,0.6996334548783997,0,0,0,0,0,10,65332,194
52KDU_29,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55HEU_24,False,0.6265394466559032,4,0,27,0,0,51631,166,13708
54LWJ_12,False,0.6299661155768446,0,0,0,0,0,15161,0,50375
56JMS_20,False,0.6224948018319753,0,6345,1589,0,0,57373,226,3
52KHU_06,False,0.7043151300628424,0,0,16,0,0,0,0,65520
59GLK_14,True,0.5781251883637887,0,0,0,0,0,45138,5353,15045
59GLL_03,False,0.7023160449936103,0,1,0,0,65448,87,0,0
55JBF_28,False,0.6326463131207996,0,0,0,0,0,13689,0,51847
51JXH_15,False,0.7018990841606242,0,0,0,107,0,0,0,65429
51KWR_12,False,0.6404014200812829,6,10159,0,1,0,0,0,55370
51KWR_15,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_12,False,0.6965456102808496,0,0,0,0,0,390,0,65146
51JXH_24,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_03,False,0.6728350083156955,0,0,0,2048,0,199,0,63289
51JXK_04,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_24,False,0.7048784629954079,0,0,0,1,0,0,0,65535
51JXH_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
